Date,CAPUTLG212S
1972-01-01,90.40
1972-02-01,87.11
1972-03-01,87.21
1972-04-01,87.89
1972-05-01,85.61
1972-06-01,85.64
1972-07-01,85.28
1972-08-01,87.31
1972-09-01,86.27
1972-10-01,86.52
1972-11-01,86.50
1972-12-01,86.08
1973-01-01,87.33
1973-02-01,87.64
1973-03-01,87.86
1973-04-01,87.89
1973-05-01,88.15
1973-06-01,88.34
1973-07-01,91.73
1973-08-01,91.60
1973-09-01,89.79
1973-10-01,89.43
1973-11-01,88.11
1973-12-01,92.20
1974-01-01,91.84
1974-02-01,91.73
1974-03-01,89.84
1974-04-01,89.15
1974-05-01,91.00
1974-06-01,88.88
1974-07-01,89.65
1974-08-01,83.37
1974-09-01,87.62
1974-10-01,90.19
1974-11-01,71.05
1974-12-01,77.40
1975-01-01,91.65
1975-02-01,88.25
1975-03-01,82.92
1975-04-01,82.12
1975-05-01,83.03
1975-06-01,85.86
1975-07-01,80.52
1975-08-01,82.62
1975-09-01,81.14
1975-10-01,81.72
1975-11-01,84.89
1975-12-01,83.90
1976-01-01,87.69
1976-02-01,89.20
1976-03-01,85.25
1976-04-01,85.79
1976-05-01,85.97
1976-06-01,83.65
1976-07-01,80.12
1976-08-01,83.99
1976-09-01,84.46
1976-10-01,84.62
1976-11-01,85.12
1976-12-01,87.63
1977-01-01,81.35
1977-02-01,85.28
1977-03-01,90.65
1977-04-01,88.89
1977-05-01,88.80
1977-06-01,85.39
1977-07-01,86.94
1977-08-01,78.05
1977-09-01,85.19
1977-10-01,85.20
1977-11-01,87.81
1977-12-01,61.36
1978-01-01,55.81
1978-02-01,57.32
1978-03-01,66.71
1978-04-01,91.91
1978-05-01,91.88
1978-06-01,88.93
1978-07-01,91.67
1978-08-01,88.60
1978-09-01,83.33
1978-10-01,91.22
1978-11-01,92.39
1978-12-01,90.81
1979-01-01,86.42
1979-02-01,87.50
1979-03-01,88.39
1979-04-01,90.02
1979-05-01,87.23
1979-06-01,88.41
1979-07-01,85.70
1979-08-01,88.82
1979-09-01,86.38
1979-10-01,88.65
1979-11-01,86.22
1979-12-01,88.20
1980-01-01,92.68
1980-02-01,89.60
1980-03-01,89.66
1980-04-01,87.46
1980-05-01,86.23
1980-06-01,87.02
1980-07-01,79.59
1980-08-01,77.05
1980-09-01,76.72
1980-10-01,77.18
1980-11-01,84.25
1980-12-01,88.84
1981-01-01,86.54
1981-02-01,92.01
1981-03-01,89.77
1981-04-01,59.18
1981-05-01,61.46
1981-06-01,76.67
