Date,JTS7200QUL
2000-12-01,572000.00
2001-01-01,651000.00
2001-02-01,534000.00
2001-03-01,562000.00
2001-04-01,554000.00
2001-05-01,536000.00
2001-06-01,517000.00
2001-07-01,531000.00
2001-08-01,519000.00
2001-09-01,532000.00
2001-10-01,501000.00
2001-11-01,419000.00
2001-12-01,403000.00
2002-01-01,491000.00
2002-02-01,480000.00
2002-03-01,478000.00
2002-04-01,483000.00
2002-05-01,448000.00
2002-06-01,463000.00
2002-07-01,464000.00
2002-08-01,467000.00
2002-09-01,468000.00
2002-10-01,435000.00
2002-11-01,417000.00
2002-12-01,449000.00
2003-01-01,430000.00
2003-02-01,468000.00
2003-03-01,414000.00
2003-04-01,444000.00
2003-05-01,425000.00
2003-06-01,444000.00
2003-07-01,440000.00
2003-08-01,415000.00
2003-09-01,403000.00
2003-10-01,452000.00
2003-11-01,462000.00
2003-12-01,434000.00
2004-01-01,436000.00
2004-02-01,452000.00
2004-03-01,487000.00
2004-04-01,465000.00
2004-05-01,500000.00
2004-06-01,479000.00
2004-07-01,461000.00
2004-08-01,485000.00
2004-09-01,465000.00
2004-10-01,455000.00
2004-11-01,498000.00
2004-12-01,502000.00
2005-01-01,519000.00
2005-02-01,459000.00
2005-03-01,457000.00
2005-04-01,458000.00
2005-05-01,505000.00
2005-06-01,477000.00
2005-07-01,542000.00
2005-08-01,549000.00
2005-09-01,585000.00
2005-10-01,595000.00
2005-11-01,596000.00
2005-12-01,523000.00
2006-01-01,597000.00
2006-02-01,629000.00
2006-03-01,585000.00
2006-04-01,464000.00
2006-05-01,568000.00
2006-06-01,623000.00
2006-07-01,541000.00
2006-08-01,541000.00
2006-09-01,557000.00
2006-10-01,559000.00
2006-11-01,557000.00
2006-12-01,606000.00
2007-01-01,570000.00
2007-02-01,599000.00
2007-03-01,576000.00
2007-04-01,586000.00
2007-05-01,551000.00
2007-06-01,570000.00
2007-07-01,588000.00
2007-08-01,563000.00
2007-09-01,445000.00
2007-10-01,588000.00
2007-11-01,612000.00
2007-12-01,564000.00
2008-01-01,538000.00
2008-02-01,549000.00
2008-03-01,547000.00
2008-04-01,533000.00
2008-05-01,542000.00
2008-06-01,534000.00
2008-07-01,503000.00
2008-08-01,466000.00
2008-09-01,492000.00
2008-10-01,487000.00
2008-11-01,422000.00
2008-12-01,413000.00
2009-01-01,407000.00
2009-02-01,388000.00
2009-03-01,350000.00
2009-04-01,357000.00
2009-05-01,332000.00
2009-06-01,339000.00
2009-07-01,331000.00
2009-08-01,341000.00
2009-09-01,306000.00
2009-10-01,319000.00
2009-11-01,349000.00
2009-12-01,324000.00
2010-01-01,341000.00
2010-02-01,332000.00
2010-03-01,344000.00
2010-04-01,335000.00
2010-05-01,343000.00
2010-06-01,327000.00
2010-07-01,328000.00
2010-08-01,340000.00
2010-09-01,329000.00
2010-10-01,334000.00
2010-11-01,300000.00
2010-12-01,340000.00
2011-01-01,336000.00
2011-02-01,325000.00
2011-03-01,358000.00
2011-04-01,353000.00
2011-05-01,354000.00
2011-06-01,377000.00
2011-07-01,359000.00
2011-08-01,396000.00
2011-09-01,369000.00
2011-10-01,339000.00
2011-11-01,328000.00
2011-12-01,344000.00
2012-01-01,351000.00
2012-02-01,361000.00
2012-03-01,429000.00
2012-04-01,389000.00
2012-05-01,413000.00
2012-06-01,412000.00
2012-07-01,402000.00
2012-08-01,383000.00
2012-09-01,364000.00
2012-10-01,389000.00
2012-11-01,384000.00
2012-12-01,395000.00
2013-01-01,437000.00
2013-02-01,439000.00
2013-03-01,407000.00
2013-04-01,459000.00
2013-05-01,424000.00
2013-06-01,391000.00
2013-07-01,410000.00
2013-08-01,394000.00
2013-09-01,426000.00
2013-10-01,483000.00
2013-11-01,442000.00
2013-12-01,408000.00
2014-01-01,439000.00
2014-02-01,494000.00
2014-03-01,458000.00
2014-04-01,473000.00
2014-05-01,453000.00
2014-06-01,494000.00
2014-07-01,482000.00
2014-08-01,506000.00
2014-09-01,524000.00
2014-10-01,539000.00
2014-11-01,536000.00
2014-12-01,522000.00
2015-01-01,529000.00
2015-02-01,506000.00
2015-03-01,558000.00
2015-04-01,504000.00
2015-05-01,510000.00
2015-06-01,549000.00
2015-07-01,587000.00
2015-08-01,589000.00
2015-09-01,562000.00
2015-10-01,563000.00
2015-11-01,571000.00
2015-12-01,580000.00
2016-01-01,570000.00
2016-02-01,592000.00
2016-03-01,584000.00
2016-04-01,609000.00
2016-05-01,627000.00
2016-06-01,607000.00
2016-07-01,605000.00
2016-08-01,615000.00
2016-09-01,605000.00
2016-10-01,602000.00
2016-11-01,610000.00
2016-12-01,602000.00
2017-01-01,592000.00
2017-02-01,567000.00
2017-03-01,594000.00
2017-04-01,589000.00
2017-05-01,630000.00
2017-06-01,593000.00
2017-07-01,603000.00
2017-08-01,592000.00
2017-09-01,613000.00
2017-10-01,583000.00
2017-11-01,588000.00
2017-12-01,611000.00
2018-01-01,593000.00
2018-02-01,627000.00
2018-03-01,639000.00
2018-04-01,642000.00
