Date,U35STI
1992-01-01,12529000000.00
1992-02-01,12889000000.00
1992-03-01,12925000000.00
1992-04-01,13144000000.00
1992-05-01,13230000000.00
1992-06-01,12967000000.00
1992-07-01,12817000000.00
1992-08-01,12774000000.00
1992-09-01,12494000000.00
1992-10-01,12396000000.00
1992-11-01,12189000000.00
1992-12-01,11557000000.00
1993-01-01,11968000000.00
1993-02-01,12292000000.00
1993-03-01,12545000000.00
1993-04-01,12865000000.00
1993-05-01,12974000000.00
1993-06-01,12722000000.00
1993-07-01,12582000000.00
1993-08-01,12525000000.00
1993-09-01,12242000000.00
1993-10-01,12303000000.00
1993-11-01,12308000000.00
1993-12-01,11792000000.00
1994-01-01,12310000000.00
1994-02-01,12622000000.00
1994-03-01,12699000000.00
1994-04-01,12991000000.00
1994-05-01,13190000000.00
1994-06-01,13070000000.00
1994-07-01,13088000000.00
1994-08-01,13238000000.00
1994-09-01,13118000000.00
1994-10-01,13349000000.00
1994-11-01,13400000000.00
1994-12-01,13054000000.00
1995-01-01,13785000000.00
1995-02-01,14158000000.00
1995-03-01,14302000000.00
1995-04-01,14549000000.00
1995-05-01,14758000000.00
1995-06-01,14428000000.00
1995-07-01,14471000000.00
1995-08-01,14388000000.00
1995-09-01,13971000000.00
1995-10-01,14181000000.00
1995-11-01,14115000000.00
1995-12-01,13499000000.00
1996-01-01,13804000000.00
1996-02-01,14191000000.00
1996-03-01,13850000000.00
1996-04-01,14049000000.00
1996-05-01,14105000000.00
1996-06-01,13757000000.00
1996-07-01,13890000000.00
1996-08-01,13711000000.00
1996-09-01,13534000000.00
1996-10-01,13754000000.00
1996-11-01,13957000000.00
1996-12-01,13342000000.00
1997-01-01,13760000000.00
1997-02-01,14184000000.00
1997-03-01,14058000000.00
1997-04-01,14461000000.00
1997-05-01,14683000000.00
1997-06-01,14346000000.00
1997-07-01,14540000000.00
1997-08-01,14450000000.00
1997-09-01,14053000000.00
1997-10-01,14181000000.00
1997-11-01,14157000000.00
1997-12-01,13530000000.00
1998-01-01,14011000000.00
1998-02-01,14368000000.00
1998-03-01,14244000000.00
1998-04-01,14307000000.00
1998-05-01,14276000000.00
1998-06-01,13816000000.00
1998-07-01,13925000000.00
1998-08-01,13959000000.00
1998-09-01,13592000000.00
1998-10-01,13927000000.00
1998-11-01,13972000000.00
1998-12-01,13503000000.00
1999-01-01,13776000000.00
1999-02-01,14074000000.00
1999-03-01,13885000000.00
1999-04-01,14147000000.00
1999-05-01,14240000000.00
1999-06-01,13841000000.00
1999-07-01,13920000000.00
1999-08-01,13831000000.00
1999-09-01,13692000000.00
1999-10-01,14010000000.00
1999-11-01,14024000000.00
1999-12-01,13510000000.00
2000-01-01,14047000000.00
2000-02-01,14477000000.00
2000-03-01,14142000000.00
2000-04-01,14458000000.00
2000-05-01,14608000000.00
2000-06-01,14249000000.00
2000-07-01,14480000000.00
2000-08-01,14697000000.00
2000-09-01,14372000000.00
2000-10-01,14780000000.00
2000-11-01,14677000000.00
2000-12-01,14505000000.00
2001-01-01,14861000000.00
2001-02-01,15309000000.00
2001-03-01,14931000000.00
2001-04-01,15048000000.00
2001-05-01,14816000000.00
2001-06-01,14097000000.00
2001-07-01,13813000000.00
2001-08-01,13691000000.00
2001-09-01,13176000000.00
2001-10-01,13390000000.00
2001-11-01,13125000000.00
2001-12-01,12614000000.00
2002-01-01,12927000000.00
2002-02-01,13293000000.00
2002-03-01,13034000000.00
2002-04-01,13277000000.00
2002-05-01,13270000000.00
2002-06-01,12851000000.00
2002-07-01,12941000000.00
2002-08-01,12794000000.00
2002-09-01,12454000000.00
2002-10-01,12609000000.00
2002-11-01,12594000000.00
2002-12-01,12100000000.00
2003-01-01,12514000000.00
2003-02-01,12767000000.00
2003-03-01,12544000000.00
2003-04-01,12694000000.00
2003-05-01,12672000000.00
2003-06-01,12172000000.00
2003-07-01,12024000000.00
2003-08-01,11899000000.00
2003-09-01,11492000000.00
2003-10-01,11639000000.00
2003-11-01,11680000000.00
2003-12-01,11359000000.00
2004-01-01,11815000000.00
2004-02-01,11949000000.00
2004-03-01,11875000000.00
2004-04-01,12024000000.00
2004-05-01,12231000000.00
2004-06-01,12025000000.00
2004-07-01,12181000000.00
2004-08-01,12341000000.00
2004-09-01,12081000000.00
2004-10-01,12187000000.00
2004-11-01,12200000000.00
2004-12-01,11895000000.00
2005-01-01,12424000000.00
2005-02-01,12733000000.00
2005-03-01,12704000000.00
2005-04-01,12963000000.00
2005-05-01,12936000000.00
2005-06-01,12545000000.00
2005-07-01,12557000000.00
2005-08-01,12457000000.00
2005-09-01,12311000000.00
2005-10-01,12462000000.00
2005-11-01,12542000000.00
2005-12-01,12296000000.00
2006-01-01,13026000000.00
2006-02-01,13349000000.00
2006-03-01,13415000000.00
2006-04-01,13685000000.00
2006-05-01,13723000000.00
2006-06-01,13712000000.00
2006-07-01,14046000000.00
2006-08-01,14338000000.00
2006-09-01,13864000000.00
2006-10-01,14144000000.00
2006-11-01,14308000000.00
2006-12-01,14286000000.00
2007-01-01,14807000000.00
2007-02-01,15060000000.00
2007-03-01,14956000000.00
2007-04-01,15201000000.00
2007-05-01,15172000000.00
2007-06-01,14845000000.00
2007-07-01,15142000000.00
2007-08-01,15193000000.00
2007-09-01,14731000000.00
2007-10-01,15303000000.00
2007-11-01,15617000000.00
2007-12-01,15433000000.00
2008-01-01,16243000000.00
2008-02-01,16722000000.00
2008-03-01,16429000000.00
2008-04-01,16810000000.00
2008-05-01,16574000000.00
2008-06-01,16366000000.00
2008-07-01,16420000000.00
2008-08-01,16384000000.00
2008-09-01,16017000000.00
2008-10-01,16162000000.00
2008-11-01,15971000000.00
2008-12-01,15376000000.00
2009-01-01,15359000000.00
2009-02-01,15269000000.00
2009-03-01,14911000000.00
2009-04-01,14795000000.00
2009-05-01,14595000000.00
2009-06-01,14030000000.00
2009-07-01,14026000000.00
2009-08-01,13823000000.00
2009-09-01,13445000000.00
2009-10-01,13343000000.00
2009-11-01,13271000000.00
2009-12-01,12882000000.00
2010-01-01,13454000000.00
2010-02-01,13382000000.00
2010-03-01,13428000000.00
2010-04-01,13548000000.00
2010-05-01,13724000000.00
2010-06-01,13721000000.00
2010-07-01,14019000000.00
2010-08-01,14175000000.00
2010-09-01,14085000000.00
2010-10-01,14258000000.00
2010-11-01,14132000000.00
2010-12-01,13664000000.00
2011-01-01,14267000000.00
2011-02-01,14723000000.00
2011-03-01,14804000000.00
2011-04-01,15268000000.00
