Date,U33SUO
1992-01-01,40434000000.00
1992-02-01,40781000000.00
1992-03-01,40249000000.00
1992-04-01,40898000000.00
1992-05-01,40559000000.00
1992-06-01,40237000000.00
1992-07-01,40173000000.00
1992-08-01,39956000000.00
1992-09-01,40305000000.00
1992-10-01,40474000000.00
1992-11-01,40978000000.00
1992-12-01,40427000000.00
1993-01-01,41320000000.00
1993-02-01,41316000000.00
1993-03-01,40882000000.00
1993-04-01,41219000000.00
1993-05-01,40558000000.00
1993-06-01,40004000000.00
1993-07-01,40399000000.00
1993-08-01,40855000000.00
1993-09-01,40809000000.00
1993-10-01,41212000000.00
1993-11-01,41264000000.00
1993-12-01,42199000000.00
1994-01-01,43502000000.00
1994-02-01,44261000000.00
1994-03-01,44373000000.00
1994-04-01,45281000000.00
1994-05-01,45074000000.00
1994-06-01,45856000000.00
1994-07-01,46382000000.00
1994-08-01,47203000000.00
1994-09-01,47288000000.00
1994-10-01,48612000000.00
1994-11-01,50023000000.00
1994-12-01,49505000000.00
1995-01-01,51877000000.00
1995-02-01,52340000000.00
1995-03-01,52612000000.00
1995-04-01,52419000000.00
1995-05-01,52573000000.00
1995-06-01,52704000000.00
1995-07-01,52337000000.00
1995-08-01,52750000000.00
1995-09-01,53208000000.00
1995-10-01,53882000000.00
1995-11-01,54752000000.00
1995-12-01,54535000000.00
1996-01-01,56443000000.00
1996-02-01,57767000000.00
1996-03-01,56847000000.00
1996-04-01,56607000000.00
1996-05-01,56448000000.00
1996-06-01,55579000000.00
1996-07-01,55787000000.00
1996-08-01,55736000000.00
1996-09-01,55675000000.00
1996-10-01,55772000000.00
1996-11-01,56052000000.00
1996-12-01,55481000000.00
1997-01-01,57323000000.00
1997-02-01,57904000000.00
1997-03-01,58022000000.00
1997-04-01,58394000000.00
1997-05-01,57669000000.00
1997-06-01,56175000000.00
1997-07-01,56281000000.00
1997-08-01,56856000000.00
1997-09-01,57279000000.00
1997-10-01,58260000000.00
1997-11-01,58643000000.00
1997-12-01,57792000000.00
1998-01-01,58804000000.00
1998-02-01,59239000000.00
1998-03-01,58923000000.00
1998-04-01,58329000000.00
1998-05-01,57342000000.00
1998-06-01,55889000000.00
1998-07-01,55535000000.00
1998-08-01,55205000000.00
1998-09-01,55875000000.00
1998-10-01,55271000000.00
1998-11-01,54877000000.00
1998-12-01,55241000000.00
1999-01-01,56678000000.00
1999-02-01,57436000000.00
1999-03-01,57274000000.00
1999-04-01,58337000000.00
1999-05-01,57853000000.00
1999-06-01,55975000000.00
1999-07-01,56199000000.00
1999-08-01,55965000000.00
1999-09-01,56458000000.00
1999-10-01,56786000000.00
1999-11-01,57509000000.00
1999-12-01,56614000000.00
2000-01-01,59106000000.00
2000-02-01,59894000000.00
2000-03-01,60261000000.00
2000-04-01,60712000000.00
2000-05-01,61153000000.00
2000-06-01,60816000000.00
2000-07-01,61450000000.00
2000-08-01,61713000000.00
2000-09-01,61909000000.00
