Date,U33SUO
2000-10-01,61549000000.00
2000-11-01,61047000000.00
2000-12-01,59674000000.00
2001-01-01,60992000000.00
2001-02-01,61375000000.00
2001-03-01,59893000000.00
2001-04-01,59450000000.00
2001-05-01,58981000000.00
2001-06-01,57536000000.00
2001-07-01,56988000000.00
2001-08-01,56535000000.00
2001-09-01,56657000000.00
2001-10-01,55460000000.00
2001-11-01,55555000000.00
2001-12-01,55193000000.00
2002-01-01,55436000000.00
2002-02-01,54505000000.00
2002-03-01,53057000000.00
2002-04-01,53079000000.00
2002-05-01,52185000000.00
2002-06-01,49319000000.00
2002-07-01,49261000000.00
2002-08-01,48107000000.00
2002-09-01,47008000000.00
2002-10-01,47004000000.00
2002-11-01,46335000000.00
2002-12-01,45246000000.00
2003-01-01,46469000000.00
2003-02-01,46725000000.00
2003-03-01,47038000000.00
2003-04-01,46987000000.00
2003-05-01,45821000000.00
2003-06-01,44309000000.00
2003-07-01,44163000000.00
2003-08-01,44196000000.00
2003-09-01,43966000000.00
2003-10-01,44163000000.00
2003-11-01,45310000000.00
2003-12-01,45999000000.00
2004-01-01,47838000000.00
2004-02-01,50075000000.00
2004-03-01,51754000000.00
2004-04-01,52652000000.00
2004-05-01,53421000000.00
2004-06-01,53161000000.00
2004-07-01,52885000000.00
2004-08-01,52639000000.00
2004-09-01,53497000000.00
2004-10-01,54710000000.00
2004-11-01,55933000000.00
2004-12-01,56749000000.00
2005-01-01,58794000000.00
2005-02-01,60985000000.00
2005-03-01,61460000000.00
2005-04-01,62844000000.00
2005-05-01,62613000000.00
2005-06-01,63247000000.00
2005-07-01,63223000000.00
2005-08-01,63595000000.00
2005-09-01,63805000000.00
2005-10-01,65128000000.00
2005-11-01,66924000000.00
2005-12-01,68041000000.00
2006-01-01,71819000000.00
2006-02-01,74009000000.00
2006-03-01,75374000000.00
2006-04-01,76665000000.00
2006-05-01,78214000000.00
2006-06-01,78168000000.00
2006-07-01,79025000000.00
2006-08-01,78630000000.00
2006-09-01,79695000000.00
2006-10-01,83093000000.00
2006-11-01,84056000000.00
2006-12-01,86080000000.00
2007-01-01,88898000000.00
2007-02-01,90309000000.00
2007-03-01,93121000000.00
2007-04-01,93641000000.00
2007-05-01,92205000000.00
2007-06-01,91187000000.00
2007-07-01,92883000000.00
2007-08-01,93651000000.00
2007-09-01,93558000000.00
2007-10-01,95265000000.00
2007-11-01,96147000000.00
2007-12-01,98281000000.00
2008-01-01,103035000000.00
2008-02-01,103195000000.00
2008-03-01,106035000000.00
2008-04-01,110083000000.00
2008-05-01,111306000000.00
2008-06-01,111173000000.00
2008-07-01,114369000000.00
2008-08-01,115022000000.00
2008-09-01,115297000000.00
2008-10-01,114436000000.00
2008-11-01,112791000000.00
2008-12-01,107771000000.00
2009-01-01,104202000000.00
2009-02-01,100403000000.00
2009-03-01,95899000000.00
2009-04-01,92362000000.00
2009-05-01,89204000000.00
2009-06-01,86611000000.00
2009-07-01,85215000000.00
2009-08-01,83270000000.00
2009-09-01,83366000000.00
2009-10-01,82575000000.00
2009-11-01,81484000000.00
2009-12-01,80680000000.00
2010-01-01,80969000000.00
2010-02-01,81644000000.00
2010-03-01,83288000000.00
2010-04-01,81739000000.00
2010-05-01,84342000000.00
2010-06-01,87537000000.00
2010-07-01,88921000000.00
2010-08-01,90370000000.00
2010-09-01,92675000000.00
2010-10-01,94512000000.00
2010-11-01,96613000000.00
2010-12-01,99049000000.00
2011-01-01,102331000000.00
2011-02-01,103932000000.00
2011-03-01,105530000000.00
2011-04-01,108682000000.00
2011-05-01,111925000000.00
2011-06-01,112986000000.00
2011-07-01,115599000000.00
2011-08-01,114829000000.00
2011-09-01,114498000000.00
2011-10-01,117205000000.00
2011-11-01,117173000000.00
2011-12-01,118145000000.00
2012-01-01,121910000000.00
2012-02-01,125381000000.00
2012-03-01,125368000000.00
2012-04-01,126218000000.00
2012-05-01,126996000000.00
2012-06-01,124655000000.00
2012-07-01,122491000000.00
2012-08-01,118576000000.00
2012-09-01,116024000000.00
2012-10-01,115813000000.00
2012-11-01,114030000000.00
2012-12-01,111538000000.00
2013-01-01,114494000000.00
2013-02-01,114030000000.00
2013-03-01,111361000000.00
2013-04-01,110925000000.00
2013-05-01,109457000000.00
2013-06-01,107962000000.00
2013-07-01,107732000000.00
2013-08-01,106584000000.00
2013-09-01,105497000000.00
2013-10-01,104894000000.00
2013-11-01,103580000000.00
2013-12-01,103186000000.00
2014-01-01,107337000000.00
2014-02-01,109469000000.00
2014-03-01,109723000000.00
2014-04-01,110540000000.00
2014-05-01,109548000000.00
2014-06-01,110857000000.00
2014-07-01,110607000000.00
2014-08-01,109331000000.00
2014-09-01,108159000000.00
2014-10-01,106405000000.00
2014-11-01,104770000000.00
2014-12-01,102296000000.00
2015-01-01,104352000000.00
2015-02-01,104738000000.00
2015-03-01,103536000000.00
2015-04-01,103406000000.00
2015-05-01,101675000000.00
2015-06-01,100087000000.00
2015-07-01,99242000000.00
2015-08-01,98558000000.00
2015-09-01,97536000000.00
2015-10-01,97491000000.00
2015-11-01,97436000000.00
2015-12-01,94951000000.00
2016-01-01,97054000000.00
2016-02-01,97875000000.00
2016-03-01,97514000000.00
2016-04-01,97358000000.00
2016-05-01,96270000000.00
2016-06-01,95235000000.00
2016-07-01,95818000000.00
2016-08-01,96489000000.00
2016-09-01,95963000000.00
2016-10-01,96412000000.00
2016-11-01,96868000000.00
2016-12-01,95907000000.00
2017-01-01,98067000000.00
2017-02-01,99381000000.00
2017-03-01,99616000000.00
2017-04-01,101003000000.00
2017-05-01,101178000000.00
2017-06-01,101021000000.00
2017-07-01,101998000000.00
2017-08-01,102106000000.00
2017-09-01,102499000000.00
2017-10-01,103494000000.00
2017-11-01,102026000000.00
2017-12-01,101337000000.00
2018-01-01,103338000000.00
2018-02-01,104697000000.00
2018-03-01,104516000000.00
2018-04-01,105036000000.00
2018-05-01,104752000000.00
