Date,U22AVS
1992-01-01,5075000000.00
1992-02-01,5381000000.00
1992-03-01,5428000000.00
1992-04-01,5201000000.00
1992-05-01,5221000000.00
1992-06-01,5533000000.00
1992-07-01,5306000000.00
1992-08-01,5321000000.00
1992-09-01,5309000000.00
1992-10-01,5145000000.00
1992-11-01,5299000000.00
1992-12-01,5105000000.00
1993-01-01,5021000000.00
1993-02-01,5118000000.00
1993-03-01,5146000000.00
1993-04-01,5078000000.00
1993-05-01,5093000000.00
1993-06-01,5299000000.00
1993-07-01,5115000000.00
1993-08-01,5116000000.00
1993-09-01,5134000000.00
1993-10-01,5089000000.00
1993-11-01,5182000000.00
1993-12-01,5015000000.00
1994-01-01,4935000000.00
1994-02-01,5239000000.00
1994-03-01,5303000000.00
1994-04-01,5058000000.00
1994-05-01,5351000000.00
1994-06-01,5665000000.00
1994-07-01,5495000000.00
1994-08-01,5902000000.00
1994-09-01,5987000000.00
1994-10-01,6091000000.00
1994-11-01,6292000000.00
1994-12-01,6119000000.00
1995-01-01,6585000000.00
1995-02-01,7097000000.00
1995-03-01,7301000000.00
1995-04-01,7177000000.00
1995-05-01,7446000000.00
1995-06-01,7877000000.00
1995-07-01,7435000000.00
1995-08-01,7670000000.00
1995-09-01,7585000000.00
1995-10-01,7244000000.00
1995-11-01,7050000000.00
1995-12-01,6892000000.00
1996-01-01,6398000000.00
1996-02-01,6493000000.00
1996-03-01,6406000000.00
1996-04-01,6188000000.00
1996-05-01,6255000000.00
1996-06-01,6685000000.00
1996-07-01,6260000000.00
1996-08-01,6318000000.00
1996-09-01,6353000000.00
1996-10-01,6174000000.00
1996-11-01,5930000000.00
1996-12-01,5858000000.00
1997-01-01,5655000000.00
1997-02-01,5941000000.00
1997-03-01,5995000000.00
1997-04-01,5897000000.00
1997-05-01,5710000000.00
1997-06-01,5901000000.00
1997-07-01,5687000000.00
1997-08-01,6051000000.00
1997-09-01,6221000000.00
1997-10-01,6275000000.00
1997-11-01,6079000000.00
1997-12-01,6127000000.00
1998-01-01,5958000000.00
1998-02-01,6167000000.00
1998-03-01,6190000000.00
1998-04-01,6007000000.00
1998-05-01,5917000000.00
1998-06-01,6188000000.00
1998-07-01,5954000000.00
1998-08-01,6124000000.00
1998-09-01,6003000000.00
1998-10-01,5996000000.00
1998-11-01,5764000000.00
1998-12-01,5710000000.00
1999-01-01,5784000000.00
1999-02-01,6085000000.00
1999-03-01,5986000000.00
1999-04-01,5780000000.00
1999-05-01,5740000000.00
1999-06-01,6236000000.00
1999-07-01,5999000000.00
1999-08-01,6485000000.00
1999-09-01,6391000000.00
1999-10-01,6161000000.00
1999-11-01,6473000000.00
1999-12-01,6447000000.00
2000-01-01,6327000000.00
2000-02-01,6753000000.00
2000-03-01,6625000000.00
2000-04-01,6429000000.00
2000-05-01,6493000000.00
2000-06-01,6840000000.00
2000-07-01,6407000000.00
2000-08-01,6531000000.00
2000-09-01,6595000000.00
2000-10-01,6459000000.00
2000-11-01,6261000000.00
2000-12-01,6112000000.00
2001-01-01,6246000000.00
2001-02-01,6228000000.00
2001-03-01,6127000000.00
2001-04-01,5810000000.00
2001-05-01,5803000000.00
2001-06-01,5741000000.00
2001-07-01,6105000000.00
2001-08-01,6471000000.00
2001-09-01,5903000000.00
2001-10-01,6399000000.00
2001-11-01,5792000000.00
2001-12-01,5362000000.00
2002-01-01,5691000000.00
2002-02-01,5385000000.00
2002-03-01,5671000000.00
2002-04-01,5719000000.00
2002-05-01,5853000000.00
2002-06-01,5711000000.00
2002-07-01,6026000000.00
2002-08-01,6170000000.00
2002-09-01,6076000000.00
2002-10-01,6243000000.00
2002-11-01,5668000000.00
2002-12-01,5754000000.00
2003-01-01,5895000000.00
2003-02-01,5664000000.00
2003-03-01,6059000000.00
2003-04-01,5700000000.00
2003-05-01,5680000000.00
2003-06-01,5831000000.00
2003-07-01,5724000000.00
2003-08-01,5691000000.00
2003-09-01,5618000000.00
2003-10-01,5759000000.00
2003-11-01,5282000000.00
2003-12-01,5413000000.00
2004-01-01,5657000000.00
2004-02-01,5693000000.00
2004-03-01,6009000000.00
2004-04-01,5779000000.00
2004-05-01,5850000000.00
2004-06-01,6144000000.00
2004-07-01,5978000000.00
2004-08-01,6217000000.00
2004-09-01,6055000000.00
2004-10-01,6149000000.00
2004-11-01,6021000000.00
2004-12-01,6073000000.00
2005-01-01,6126000000.00
2005-02-01,6045000000.00
2005-03-01,6543000000.00
2005-04-01,6072000000.00
2005-05-01,6240000000.00
2005-06-01,6362000000.00
2005-07-01,6148000000.00
2005-08-01,6484000000.00
2005-09-01,6131000000.00
2005-10-01,6362000000.00
2005-11-01,6156000000.00
2005-12-01,6219000000.00
2006-01-01,6401000000.00
2006-02-01,6193000000.00
2006-03-01,6707000000.00
2006-04-01,6288000000.00
2006-05-01,6747000000.00
2006-06-01,6800000000.00
2006-07-01,6503000000.00
2006-08-01,6806000000.00
2006-09-01,6564000000.00
2006-10-01,6685000000.00
2006-11-01,6227000000.00
2006-12-01,7005000000.00
2007-01-01,6580000000.00
2007-02-01,6267000000.00
2007-03-01,6747000000.00
2007-04-01,6503000000.00
2007-05-01,6830000000.00
2007-06-01,6916000000.00
2007-07-01,6793000000.00
2007-08-01,6902000000.00
2007-09-01,6656000000.00
2007-10-01,6925000000.00
2007-11-01,6652000000.00
2007-12-01,6779000000.00
2008-01-01,7093000000.00
2008-02-01,6765000000.00
2008-03-01,6932000000.00
2008-04-01,7016000000.00
2008-05-01,6956000000.00
2008-06-01,7030000000.00
2008-07-01,7112000000.00
2008-08-01,7305000000.00
2008-09-01,7211000000.00
2008-10-01,7110000000.00
2008-11-01,6486000000.00
2008-12-01,6429000000.00
2009-01-01,6346000000.00
2009-02-01,6007000000.00
2009-03-01,6276000000.00
2009-04-01,6107000000.00
2009-05-01,6129000000.00
2009-06-01,6365000000.00
2009-07-01,6202000000.00
2009-08-01,6280000000.00
2009-09-01,6264000000.00
2009-10-01,6363000000.00
2009-11-01,6016000000.00
2009-12-01,6227000000.00
2010-01-01,6263000000.00
2010-02-01,5956000000.00
2010-03-01,6715000000.00
2010-04-01,6412000000.00
2010-05-01,6571000000.00
2010-06-01,6844000000.00
2010-07-01,6756000000.00
2010-08-01,6993000000.00
2010-09-01,6961000000.00
2010-10-01,6816000000.00
2010-11-01,6568000000.00
2010-12-01,6781000000.00
2011-01-01,6827000000.00
2011-02-01,6435000000.00
2011-03-01,7078000000.00
2011-04-01,6731000000.00
2011-05-01,6824000000.00
2011-06-01,7184000000.00
2011-07-01,6979000000.00
2011-08-01,7317000000.00
2011-09-01,7052000000.00
2011-10-01,6995000000.00
2011-11-01,6667000000.00
2011-12-01,6726000000.00
2012-01-01,6724000000.00
2012-02-01,6580000000.00
2012-03-01,6834000000.00
2012-04-01,6527000000.00
2012-05-01,6729000000.00
2012-06-01,6803000000.00
2012-07-01,6754000000.00
2012-08-01,7014000000.00
2012-09-01,6771000000.00
2012-10-01,7071000000.00
2012-11-01,6656000000.00
2012-12-01,6710000000.00
2013-01-01,6917000000.00
2013-02-01,6457000000.00
2013-03-01,6985000000.00
2013-04-01,6776000000.00
2013-05-01,6896000000.00
2013-06-01,6955000000.00
2013-07-01,7143000000.00
2013-08-01,7268000000.00
2013-09-01,7162000000.00
2013-10-01,7122000000.00
2013-11-01,6606000000.00
2013-12-01,6876000000.00
2014-01-01,6865000000.00
2014-02-01,6489000000.00
2014-03-01,6987000000.00
2014-04-01,6922000000.00
2014-05-01,6950000000.00
2014-06-01,7028000000.00
2014-07-01,7095000000.00
2014-08-01,7128000000.00
2014-09-01,7046000000.00
2014-10-01,6885000000.00
2014-11-01,6400000000.00
2014-12-01,7060000000.00
2015-01-01,6909000000.00
2015-02-01,6415000000.00
2015-03-01,6910000000.00
2015-04-01,6737000000.00
2015-05-01,6668000000.00
2015-06-01,6844000000.00
2015-07-01,6807000000.00
2015-08-01,6875000000.00
2015-09-01,6653000000.00
2015-10-01,6785000000.00
2015-11-01,6367000000.00
2015-12-01,6504000000.00
2016-01-01,6446000000.00
2016-02-01,6210000000.00
2016-03-01,6596000000.00
2016-04-01,6220000000.00
2016-05-01,6377000000.00
2016-06-01,6480000000.00
2016-07-01,6319000000.00
2016-08-01,6620000000.00
2016-09-01,6386000000.00
2016-10-01,6334000000.00
2016-11-01,6179000000.00
2016-12-01,6268000000.00
2017-01-01,6326000000.00
