Date,U22AVS
2017-02-01,5870000000.00
2017-03-01,6548000000.00
2017-04-01,6070000000.00
2017-05-01,6581000000.00
2017-06-01,6413000000.00
2017-07-01,6402000000.00
2017-08-01,6784000000.00
2017-09-01,6530000000.00
2017-10-01,6693000000.00
2017-11-01,6328000000.00
2017-12-01,6307000000.00
2018-01-01,6563000000.00
2018-02-01,6056000000.00
2018-03-01,6644000000.00
2018-04-01,6391000000.00
