Date,U11STI
1992-01-01,26169000000.00
1992-02-01,25992000000.00
1992-03-01,25367000000.00
1992-04-01,24766000000.00
1992-05-01,24749000000.00
1992-06-01,24509000000.00
1992-07-01,25271000000.00
1992-08-01,26524000000.00
1992-09-01,26756000000.00
1992-10-01,28051000000.00
1992-11-01,27683000000.00
1992-12-01,26562000000.00
1993-01-01,27058000000.00
1993-02-01,26573000000.00
1993-03-01,25758000000.00
1993-04-01,25532000000.00
1993-05-01,25232000000.00
1993-06-01,25102000000.00
1993-07-01,25669000000.00
1993-08-01,26486000000.00
1993-09-01,26767000000.00
1993-10-01,27866000000.00
1993-11-01,27663000000.00
1993-12-01,26749000000.00
1994-01-01,27400000000.00
1994-02-01,26867000000.00
1994-03-01,26571000000.00
1994-04-01,26364000000.00
1994-05-01,26126000000.00
1994-06-01,25680000000.00
1994-07-01,26670000000.00
1994-08-01,27659000000.00
1994-09-01,28165000000.00
1994-10-01,29404000000.00
1994-11-01,28869000000.00
1994-12-01,27722000000.00
1995-01-01,28245000000.00
1995-02-01,27871000000.00
1995-03-01,27447000000.00
1995-04-01,26928000000.00
1995-05-01,26544000000.00
1995-06-01,26435000000.00
1995-07-01,27054000000.00
1995-08-01,28075000000.00
1995-09-01,29138000000.00
1995-10-01,30623000000.00
1995-11-01,30315000000.00
1995-12-01,29440000000.00
1996-01-01,29521000000.00
1996-02-01,29324000000.00
1996-03-01,28724000000.00
1996-04-01,28757000000.00
1996-05-01,28093000000.00
1996-06-01,27845000000.00
1996-07-01,28367000000.00
1996-08-01,29144000000.00
1996-09-01,29993000000.00
1996-10-01,31060000000.00
1996-11-01,31022000000.00
1996-12-01,29751000000.00
1997-01-01,29455000000.00
1997-02-01,29441000000.00
1997-03-01,29037000000.00
1997-04-01,28764000000.00
1997-05-01,28241000000.00
1997-06-01,28197000000.00
1997-07-01,28467000000.00
1997-08-01,29296000000.00
1997-09-01,29980000000.00
1997-10-01,31674000000.00
1997-11-01,31246000000.00
1997-12-01,30152000000.00
1998-01-01,30346000000.00
1998-02-01,30294000000.00
1998-03-01,29353000000.00
1998-04-01,29028000000.00
1998-05-01,28487000000.00
1998-06-01,28198000000.00
1998-07-01,28556000000.00
1998-08-01,29062000000.00
1998-09-01,29731000000.00
1998-10-01,31217000000.00
1998-11-01,30541000000.00
1998-12-01,29419000000.00
1999-01-01,29714000000.00
1999-02-01,29458000000.00
1999-03-01,28723000000.00
1999-04-01,28630000000.00
1999-05-01,28273000000.00
1999-06-01,27975000000.00
1999-07-01,28540000000.00
1999-08-01,29199000000.00
1999-09-01,30318000000.00
1999-10-01,32219000000.00
1999-11-01,31830000000.00
1999-12-01,30650000000.00
2000-01-01,31069000000.00
2000-02-01,31291000000.00
2000-03-01,30980000000.00
2000-04-01,30731000000.00
2000-05-01,30566000000.00
2000-06-01,30285000000.00
2000-07-01,30834000000.00
2000-08-01,31483000000.00
2000-09-01,31927000000.00
2000-10-01,33371000000.00
2000-11-01,32863000000.00
2000-12-01,31882000000.00
2001-01-01,33057000000.00
2001-02-01,31462000000.00
2001-03-01,30813000000.00
2001-04-01,30534000000.00
2001-05-01,30309000000.00
2001-06-01,29774000000.00
2001-07-01,30237000000.00
2001-08-01,30572000000.00
2001-09-01,30980000000.00
2001-10-01,32202000000.00
2001-11-01,31874000000.00
2001-12-01,30308000000.00
2002-01-01,30590000000.00
2002-02-01,30532000000.00
2002-03-01,29716000000.00
2002-04-01,29883000000.00
2002-05-01,29601000000.00
2002-06-01,29725000000.00
2002-07-01,30421000000.00
2002-08-01,31311000000.00
2002-09-01,31802000000.00
2002-10-01,33422000000.00
2002-11-01,32800000000.00
2002-12-01,31334000000.00
2003-01-01,31433000000.00
2003-02-01,31816000000.00
2003-03-01,31426000000.00
2003-04-01,30822000000.00
2003-05-01,30944000000.00
2003-06-01,30591000000.00
2003-07-01,30930000000.00
2003-08-01,31613000000.00
2003-09-01,32065000000.00
2003-10-01,34022000000.00
2003-11-01,33463000000.00
2003-12-01,31465000000.00
2004-01-01,31403000000.00
2004-02-01,31570000000.00
2004-03-01,31306000000.00
2004-04-01,30957000000.00
2004-05-01,31123000000.00
2004-06-01,31125000000.00
2004-07-01,31675000000.00
2004-08-01,32117000000.00
2004-09-01,32533000000.00
2004-10-01,34081000000.00
2004-11-01,33182000000.00
2004-12-01,32123000000.00
2005-01-01,31880000000.00
2005-02-01,32202000000.00
2005-03-01,31889000000.00
2005-04-01,32257000000.00
2005-05-01,31761000000.00
2005-06-01,31729000000.00
2005-07-01,32305000000.00
2005-08-01,32937000000.00
2005-09-01,33631000000.00
2005-10-01,35358000000.00
2005-11-01,34556000000.00
2005-12-01,33195000000.00
2006-01-01,33808000000.00
2006-02-01,34020000000.00
2006-03-01,33380000000.00
2006-04-01,33135000000.00
2006-05-01,32893000000.00
2006-06-01,33153000000.00
2006-07-01,33707000000.00
2006-08-01,34426000000.00
2006-09-01,35317000000.00
2006-10-01,37748000000.00
2006-11-01,37221000000.00
2006-12-01,36018000000.00
2007-01-01,36051000000.00
2007-02-01,36309000000.00
2007-03-01,35886000000.00
2007-04-01,36321000000.00
2007-05-01,37463000000.00
2007-06-01,38292000000.00
2007-07-01,38637000000.00
2007-08-01,40021000000.00
2007-09-01,41125000000.00
2007-10-01,42616000000.00
2007-11-01,41721000000.00
2007-12-01,40712000000.00
2008-01-01,41203000000.00
2008-02-01,41548000000.00
2008-03-01,41476000000.00
2008-04-01,41434000000.00
2008-05-01,41243000000.00
2008-06-01,41878000000.00
2008-07-01,42206000000.00
2008-08-01,42594000000.00
2008-09-01,42821000000.00
2008-10-01,44363000000.00
2008-11-01,43253000000.00
2008-12-01,40964000000.00
2009-01-01,40798000000.00
2009-02-01,40291000000.00
2009-03-01,39520000000.00
2009-04-01,39325000000.00
2009-05-01,39539000000.00
2009-06-01,38975000000.00
2009-07-01,39645000000.00
2009-08-01,40334000000.00
2009-09-01,40148000000.00
2009-10-01,42552000000.00
2009-11-01,42065000000.00
