Date,JTS9000TSL
2000-12-01,276000.00
2001-01-01,338000.00
2001-02-01,313000.00
2001-03-01,322000.00
2001-04-01,279000.00
2001-05-01,319000.00
2001-06-01,278000.00
2001-07-01,280000.00
2001-08-01,319000.00
2001-09-01,265000.00
2001-10-01,307000.00
2001-11-01,271000.00
2001-12-01,289000.00
2002-01-01,296000.00
2002-02-01,311000.00
2002-03-01,275000.00
2002-04-01,318000.00
2002-05-01,280000.00
2002-06-01,299000.00
2002-07-01,313000.00
2002-08-01,299000.00
2002-09-01,314000.00
2002-10-01,317000.00
2002-11-01,328000.00
2002-12-01,292000.00
2003-01-01,294000.00
2003-02-01,297000.00
2003-03-01,312000.00
2003-04-01,314000.00
2003-05-01,310000.00
2003-06-01,273000.00
2003-07-01,290000.00
2003-08-01,321000.00
2003-09-01,295000.00
2003-10-01,267000.00
2003-11-01,286000.00
2003-12-01,295000.00
2004-01-01,286000.00
2004-02-01,296000.00
2004-03-01,302000.00
2004-04-01,284000.00
2004-05-01,276000.00
2004-06-01,302000.00
2004-07-01,295000.00
2004-08-01,277000.00
2004-09-01,286000.00
2004-10-01,304000.00
2004-11-01,317000.00
2004-12-01,321000.00
2005-01-01,279000.00
2005-02-01,306000.00
2005-03-01,319000.00
2005-04-01,304000.00
2005-05-01,290000.00
2005-06-01,306000.00
2005-07-01,264000.00
2005-08-01,304000.00
2005-09-01,332000.00
2005-10-01,326000.00
2005-11-01,315000.00
2005-12-01,306000.00
2006-01-01,330000.00
2006-02-01,318000.00
2006-03-01,342000.00
2006-04-01,326000.00
2006-05-01,361000.00
2006-06-01,351000.00
2006-07-01,327000.00
2006-08-01,342000.00
2006-09-01,323000.00
2006-10-01,328000.00
2006-11-01,335000.00
2006-12-01,326000.00
2007-01-01,332000.00
2007-02-01,333000.00
2007-03-01,333000.00
2007-04-01,349000.00
2007-05-01,361000.00
2007-06-01,362000.00
2007-07-01,397000.00
2007-08-01,342000.00
2007-09-01,328000.00
2007-10-01,308000.00
2007-11-01,301000.00
2007-12-01,314000.00
2008-01-01,290000.00
2008-02-01,287000.00
2008-03-01,287000.00
2008-04-01,297000.00
2008-05-01,272000.00
2008-06-01,274000.00
2008-07-01,246000.00
2008-08-01,290000.00
2008-09-01,288000.00
2008-10-01,296000.00
2008-11-01,265000.00
2008-12-01,271000.00
2009-01-01,298000.00
2009-02-01,274000.00
2009-03-01,255000.00
2009-04-01,265000.00
2009-05-01,309000.00
2009-06-01,310000.00
2009-07-01,291000.00
2009-08-01,263000.00
2009-09-01,303000.00
2009-10-01,260000.00
2009-11-01,270000.00
2009-12-01,290000.00
2010-01-01,274000.00
2010-02-01,292000.00
2010-03-01,286000.00
2010-04-01,291000.00
2010-05-01,299000.00
2010-06-01,548000.00
2010-07-01,438000.00
2010-08-01,418000.00
2010-09-01,394000.00
2010-10-01,262000.00
2010-11-01,310000.00
2010-12-01,295000.00
2011-01-01,270000.00
2011-02-01,268000.00
2011-03-01,270000.00
2011-04-01,303000.00
2011-05-01,297000.00
2011-06-01,270000.00
2011-07-01,309000.00
2011-08-01,304000.00
2011-09-01,284000.00
2011-10-01,263000.00
2011-11-01,297000.00
2011-12-01,317000.00
2012-01-01,277000.00
2012-02-01,299000.00
2012-03-01,289000.00
2012-04-01,312000.00
2012-05-01,302000.00
2012-06-01,292000.00
2012-07-01,296000.00
2012-08-01,299000.00
2012-09-01,263000.00
2012-10-01,303000.00
2012-11-01,292000.00
2012-12-01,293000.00
2013-01-01,291000.00
2013-02-01,297000.00
2013-03-01,292000.00
2013-04-01,292000.00
2013-05-01,293000.00
2013-06-01,300000.00
2013-07-01,284000.00
2013-08-01,278000.00
2013-09-01,284000.00
2013-10-01,308000.00
2013-11-01,279000.00
2013-12-01,292000.00
2014-01-01,289000.00
2014-02-01,288000.00
2014-03-01,312000.00
2014-04-01,278000.00
2014-05-01,292000.00
2014-06-01,290000.00
2014-07-01,277000.00
2014-08-01,298000.00
2014-09-01,309000.00
2014-10-01,307000.00
2014-11-01,285000.00
2014-12-01,307000.00
2015-01-01,315000.00
2015-02-01,320000.00
2015-03-01,335000.00
2015-04-01,317000.00
2015-05-01,323000.00
2015-06-01,335000.00
2015-07-01,321000.00
2015-08-01,323000.00
2015-09-01,339000.00
2015-10-01,354000.00
2015-11-01,336000.00
2015-12-01,348000.00
2016-01-01,342000.00
2016-02-01,337000.00
2016-03-01,334000.00
2016-04-01,356000.00
2016-05-01,345000.00
2016-06-01,358000.00
2016-07-01,304000.00
2016-08-01,369000.00
2016-09-01,345000.00
2016-10-01,331000.00
2016-11-01,336000.00
2016-12-01,315000.00
2017-01-01,343000.00
2017-02-01,358000.00
2017-03-01,312000.00
2017-04-01,336000.00
2017-05-01,350000.00
2017-06-01,326000.00
2017-07-01,342000.00
2017-08-01,337000.00
2017-09-01,342000.00
2017-10-01,343000.00
2017-11-01,357000.00
2017-12-01,354000.00
2018-01-01,330000.00
2018-02-01,330000.00
2018-03-01,336000.00
2018-04-01,355000.00
