Date,NONREVNS
1952-09-01,27965000000.00
1952-10-01,28811000000.00
1952-11-01,29474000000.00
1952-12-01,30522000000.00
1953-01-01,30526000000.00
1953-02-01,30349000000.00
1953-03-01,30901000000.00
1953-04-01,31576000000.00
1953-05-01,32375000000.00
1953-06-01,32672000000.00
1953-07-01,32737000000.00
1953-08-01,33056000000.00
1953-09-01,33354000000.00
1953-10-01,33784000000.00
1953-11-01,33998000000.00
1953-12-01,34614000000.00
1954-01-01,34107000000.00
1954-02-01,33125000000.00
1954-03-01,32744000000.00
1954-04-01,33188000000.00
1954-05-01,33674000000.00
1954-06-01,34006000000.00
1954-07-01,34011000000.00
1954-08-01,34028000000.00
1954-09-01,34242000000.00
1954-10-01,34604000000.00
1954-11-01,35026000000.00
1954-12-01,35963000000.00
1955-01-01,35406000000.00
1955-02-01,35332000000.00
1955-03-01,35702000000.00
1955-04-01,36688000000.00
1955-05-01,37709000000.00
1955-06-01,38755000000.00
1955-07-01,38998000000.00
1955-08-01,39798000000.00
1955-09-01,40543000000.00
1955-10-01,41057000000.00
1955-11-01,41813000000.00
1955-12-01,42949000000.00
1956-01-01,42156000000.00
1956-02-01,41902000000.00
1956-03-01,42251000000.00
1956-04-01,42762000000.00
1956-05-01,43758000000.00
1956-06-01,44281000000.00
1956-07-01,44133000000.00
1956-08-01,44619000000.00
1956-09-01,44978000000.00
1956-10-01,45138000000.00
1956-11-01,45848000000.00
1956-12-01,46580000000.00
1957-01-01,45752000000.00
1957-02-01,45385000000.00
1957-03-01,45242000000.00
1957-04-01,45850000000.00
1957-05-01,46779000000.00
1957-06-01,47223000000.00
1957-07-01,47331000000.00
1957-08-01,47802000000.00
1957-09-01,47971000000.00
1957-10-01,48071000000.00
1957-11-01,48390000000.00
1957-12-01,49217000000.00
1958-01-01,48379000000.00
1958-02-01,47455000000.00
1958-03-01,46775000000.00
1958-04-01,46994000000.00
1958-05-01,47545000000.00
1958-06-01,47704000000.00
1958-07-01,47519000000.00
1958-08-01,47764000000.00
1958-09-01,47940000000.00
1958-10-01,48005000000.00
1958-11-01,48383000000.00
1958-12-01,49490000000.00
1959-01-01,49076000000.00
1959-02-01,48874000000.00
1959-03-01,48991000000.00
1959-04-01,49789000000.00
1959-05-01,50928000000.00
1959-06-01,51878000000.00
1959-07-01,52341000000.00
1959-08-01,53237000000.00
1959-09-01,53918000000.00
1959-10-01,54560000000.00
1959-11-01,55214000000.00
1959-12-01,57213000000.00
1960-01-01,56142000000.00
1960-02-01,55639000000.00
1960-03-01,55757000000.00
1960-04-01,57001000000.00
1960-05-01,57866000000.00
1960-06-01,58622000000.00
1960-07-01,58754000000.00
1960-08-01,59186000000.00
1960-09-01,59590000000.00
1960-10-01,59829000000.00
1960-11-01,60294000000.00
1960-12-01,61248000000.00
1961-01-01,60770000000.00
1961-02-01,59509000000.00
1961-03-01,59339000000.00
1961-04-01,59411000000.00
1961-05-01,60124000000.00
1961-06-01,60597000000.00
1961-07-01,60437000000.00
1961-08-01,60882000000.00
1961-09-01,61082000000.00
1961-10-01,61332000000.00
1961-11-01,62142000000.00
1961-12-01,63435000000.00
1962-01-01,62324000000.00
1962-02-01,61799000000.00
1962-03-01,62038000000.00
1962-04-01,63236000000.00
1962-05-01,64574000000.00
1962-06-01,65435000000.00
1962-07-01,65601000000.00
1962-08-01,66363000000.00
1962-09-01,66626000000.00
1962-10-01,67183000000.00
1962-11-01,68015000000.00
1962-12-01,69344000000.00
1963-01-01,68644000000.00
1963-02-01,68454000000.00
1963-03-01,68935000000.00
1963-04-01,70171000000.00
1963-05-01,71336000000.00
1963-06-01,72217000000.00
1963-07-01,72858000000.00
1963-08-01,73939000000.00
1963-09-01,74362000000.00
1963-10-01,75245000000.00
1963-11-01,75954000000.00
1963-12-01,77870000000.00
1964-01-01,77404000000.00
1964-02-01,77327000000.00
1964-03-01,78041000000.00
1964-04-01,79250000000.00
1964-05-01,80820000000.00
1964-06-01,81812000000.00
1964-07-01,82485000000.00
1964-08-01,83398000000.00
1964-09-01,84142000000.00
1964-10-01,84669000000.00
1964-11-01,85270000000.00
1964-12-01,87352000000.00
1965-01-01,87098000000.00
1965-02-01,87040000000.00
1965-03-01,87645000000.00
1965-04-01,89340000000.00
1965-05-01,90824000000.00
1965-06-01,92243000000.00
1965-07-01,92928000000.00
1965-08-01,93756000000.00
1965-09-01,94391000000.00
1965-10-01,94979000000.00
1965-11-01,95753000000.00
1965-12-01,97489000000.00
1966-01-01,96922000000.00
1966-02-01,96553000000.00
1966-03-01,97096000000.00
1966-04-01,98033000000.00
1966-05-01,99153000000.00
1966-06-01,100205000000.00
1966-07-01,100309000000.00
1966-08-01,101066000000.00
1966-09-01,100989000000.00
1966-10-01,101198000000.00
1966-11-01,101838000000.00
1966-12-01,103422000000.00
1967-01-01,102072000000.00
1967-02-01,101123000000.00
1967-03-01,101348000000.00
1967-04-01,102056000000.00
1967-05-01,102905000000.00
1967-06-01,104131000000.00
1967-07-01,104333000000.00
1967-08-01,105152000000.00
1967-09-01,105544000000.00
1967-10-01,105777000000.00
1967-11-01,106779000000.00
1967-12-01,108567000000.00
1968-01-01,105299000000.00
1968-02-01,105308000000.00
1968-03-01,105833000000.00
1968-04-01,107227000000.00
1968-05-01,108495000000.00
1968-06-01,109806000000.00
1968-07-01,110654000000.00
1968-08-01,111564000000.00
1968-09-01,112372000000.00
1968-10-01,113722000000.00
1968-11-01,114786000000.00
1968-12-01,117219000000.00
1969-01-01,115878000000.00
1969-02-01,115869000000.00
1969-03-01,116535000000.00
1969-04-01,118071000000.00
1969-05-01,119544000000.00
1969-06-01,120977000000.00
1969-07-01,121341000000.00
1969-08-01,122142000000.00
1969-09-01,122732000000.00
1969-10-01,123247000000.00
1969-11-01,123788000000.00
1969-12-01,125511000000.00
1970-01-01,123851000000.00
1970-02-01,122986000000.00
1970-03-01,122696000000.00
1970-04-01,123251000000.00
1970-05-01,123937000000.00
1970-06-01,125192000000.00
1970-07-01,125589000000.00
1970-08-01,126209000000.00
1970-09-01,126821000000.00
1970-10-01,126896000000.00
1970-11-01,126639000000.00
1970-12-01,128530000000.00
1971-01-01,126715000000.00
1971-02-01,126311000000.00
1971-03-01,126708000000.00
1971-04-01,128346000000.00
1971-05-01,129707000000.00
1971-06-01,131269000000.00
1971-07-01,132113000000.00
1971-08-01,133870000000.00
1971-09-01,135316000000.00
1971-10-01,136347000000.00
1971-11-01,138193000000.00
1971-12-01,140714000000.00
1972-01-01,139245000000.00
1972-02-01,139345000000.00
1972-03-01,140590000000.00
1972-04-01,142507000000.00
1972-05-01,145062000000.00
1972-06-01,147552000000.00
1972-07-01,148340000000.00
1972-08-01,150637000000.00
1972-09-01,152255000000.00
1972-10-01,153798000000.00
1972-11-01,155775000000.00
1972-12-01,159056000000.00
1973-01-01,159509000000.00
1973-02-01,160337000000.00
1973-03-01,161901000000.00
1973-04-01,164240000000.00
1973-05-01,167374000000.00
1973-06-01,170183000000.00
1973-07-01,171745000000.00
1973-08-01,174583000000.00
1973-09-01,175783000000.00
1973-10-01,177726000000.00
1973-11-01,179359000000.00
1973-12-01,181270000000.00
1974-01-01,179431000000.00
1974-02-01,179054000000.00
1974-03-01,179111000000.00
1974-04-01,181000000000.00
1974-05-01,183042000000.00
1974-06-01,184639000000.00
1974-07-01,185601000000.00
1974-08-01,187550000000.00
1974-09-01,188066000000.00
1974-10-01,187938000000.00
1974-11-01,187425000000.00
1974-12-01,188244000000.00
1975-01-01,185052000000.00
1975-02-01,183817000000.00
1975-03-01,182706000000.00
1975-04-01,183184000000.00
1975-05-01,184246000000.00
1975-06-01,182504000000.00
1975-07-01,183758000000.00
1975-08-01,185429000000.00
1975-09-01,186877000000.00
1975-10-01,187912000000.00
1975-11-01,188781000000.00
1975-12-01,191976000000.00
1976-01-01,190140000000.00
1976-02-01,189554000000.00
1976-03-01,190452000000.00
1976-04-01,193448000000.00
1976-05-01,195416000000.00
1976-06-01,198259000000.00
1976-07-01,199869000000.00
1976-08-01,202230000000.00
1976-09-01,204655000000.00
1976-10-01,206795000000.00
1976-11-01,208420000000.00
1976-12-01,211771000000.00
1977-01-01,193957200000.00
1977-02-01,194966800000.00
1977-03-01,197714000000.00
1977-04-01,201267600000.00
1977-05-01,205004400000.00
1977-06-01,209109000000.00
1977-07-01,211778000000.00
1977-08-01,215602900000.00
1977-09-01,218378000000.00
1977-10-01,221763700000.00
1977-11-01,224219300000.00
1977-12-01,225618000000.00
1978-01-01,224563800000.00
1978-02-01,225421200000.00
1978-03-01,228939000000.00
1978-04-01,233104000000.00
1978-05-01,238405000000.00
1978-06-01,244646000000.00
1978-07-01,247535500000.00
1978-08-01,252263100000.00
1978-09-01,255435000000.00
1978-10-01,257306300000.00
1978-11-01,260237700000.00
1978-12-01,262996000000.00
1979-01-01,262977600000.00
1979-02-01,264069400000.00
1979-03-01,267049000000.00
1979-04-01,270813300000.00
1979-05-01,275024700000.00
1979-06-01,278774000000.00
1979-07-01,281989500000.00
1979-08-01,286477000000.00
1979-09-01,290298000000.00
1979-10-01,292855500000.00
1979-11-01,294870500000.00
1979-12-01,297679000000.00
1980-01-01,295524300000.00
1980-02-01,295348700000.00
1980-03-01,295516000000.00
1980-04-01,294790600000.00
1980-05-01,293095400000.00
1980-06-01,292787000000.00
1980-07-01,292941600000.00
1980-08-01,294896100000.00
1980-09-01,296530000000.00
1980-10-01,297519600000.00
1980-11-01,297453400000.00
1980-12-01,299538000000.00
1981-01-01,296627900000.00
1981-02-01,295782100000.00
1981-03-01,298049000000.00
1981-04-01,299758500000.00
1981-05-01,301942500000.00
1981-06-01,303815000000.00
1981-07-01,305445800000.00
1981-08-01,307506600000.00
1981-09-01,312121000000.00
1981-10-01,311921800000.00
1981-11-01,312610200000.00
1981-12-01,313075000000.00
1982-01-01,313126400000.00
1982-02-01,311753600000.00
1982-03-01,312585000000.00
1982-04-01,314135000000.00
1982-05-01,316088000000.00
1982-06-01,318309000000.00
1982-07-01,317972500000.00
1982-08-01,319730000000.00
1982-09-01,321986000000.00
1982-10-01,321644800000.00
1982-11-01,322669200000.00
1982-12-01,326257000000.00
1983-01-01,324178400000.00
1983-02-01,322368600000.00
1983-03-01,325167000000.00
1983-04-01,327515200000.00
1983-05-01,329568800000.00
1983-06-01,334450000000.00
1983-07-01,337953400000.00
1983-08-01,343226700000.00
1983-09-01,347415000000.00
1983-10-01,351088100000.00
1983-11-01,354959900000.00
1983-12-01,361076000000.00
1984-01-01,361725700000.00
1984-02-01,367371300000.00
1984-03-01,369934000000.00
1984-04-01,374753200000.00
1984-05-01,383608800000.00
1984-06-01,391412000000.00
1984-07-01,396963100000.00
1984-08-01,403845200000.00
1984-09-01,407932000000.00
1984-10-01,411559500000.00
1984-11-01,414281500000.00
1984-12-01,420328000000.00
1985-01-01,419704800000.00
1985-02-01,422730200000.00
1985-03-01,429331000000.00
1985-04-01,435618100000.00
1985-05-01,442685900000.00
1985-06-01,448401000000.00
1985-07-01,453764500000.00
1985-08-01,459842000000.00
1985-09-01,468382000000.00
1985-10-01,471873100000.00
1985-11-01,474600900000.00
1985-12-01,479021000000.00
1986-01-01,477022000000.00
1986-02-01,477201000000.00
1986-03-01,478150000000.00
1986-04-01,483745900000.00
1986-05-01,490044200000.00
1986-06-01,494812000000.00
1986-07-01,499566300000.00
1986-08-01,504776600000.00
1986-09-01,513627000000.00
1986-10-01,519034000000.00
1986-11-01,516629000000.00
1986-12-01,517453000000.00
1987-01-01,510846100000.00
1987-02-01,505817900000.00
1987-03-01,502983000000.00
1987-04-01,507210600000.00
1987-05-01,508920400000.00
1987-06-01,511892000000.00
1987-07-01,515038200000.00
1987-08-01,520966400000.00
1987-09-01,524272000000.00
1987-10-01,526967100000.00
1987-11-01,529320900000.00
1987-12-01,529001000000.00
1988-01-01,526900800000.00
1988-02-01,526788300000.00
1988-03-01,528353000000.00
1988-04-01,533442100000.00
1988-05-01,536822000000.00
1988-06-01,538757000000.00
1988-07-01,541543500000.00
1988-08-01,548138000000.00
1988-09-01,549472000000.00
1988-10-01,549703700000.00
1988-11-01,548994300000.00
1988-12-01,550746500000.00
1989-01-01,563399200000.00
1989-02-01,562400800000.00
1989-03-01,564722000000.00
1989-04-01,568479900000.00
1989-05-01,571364100000.00
1989-06-01,573724000000.00
1989-07-01,575777800000.00
1989-08-01,579395500000.00
1989-09-01,582132000000.00
1989-10-01,583531000000.00
1989-11-01,584750000000.00
1989-12-01,586990000000.00
1990-01-01,584940800000.00
1990-02-01,580283200000.00
1990-03-01,577400000000.00
1990-04-01,576249400000.00
1990-05-01,573515600000.00
1990-06-01,575192000000.00
1990-07-01,575908100000.00
1990-08-01,578289200000.00
1990-09-01,578649000000.00
1990-10-01,578872300000.00
1990-11-01,576219700000.00
1990-12-01,573482000000.00
1991-01-01,569372500000.00
1991-02-01,563386500000.00
1991-03-01,558300000000.00
1991-04-01,556537500000.00
1991-05-01,553785500000.00
1991-06-01,551631000000.00
1991-07-01,548501200000.00
1991-08-01,547512400000.00
1991-09-01,544748000000.00
1991-10-01,539486900000.00
1991-11-01,537243100000.00
1991-12-01,538492000000.00
1992-01-01,535420200000.00
1992-02-01,531812800000.00
1992-03-01,529614000000.00
1992-04-01,527395200000.00
1992-05-01,525718800000.00
1992-06-01,524516000000.00
1992-07-01,525208000000.00
1992-08-01,528786000000.00
1992-09-01,529775000000.00
1992-10-01,526770100000.00
1992-11-01,529077900000.00
1992-12-01,532511000000.00
1993-01-01,530251400000.00
1993-02-01,528652600000.00
1993-03-01,525495000000.00
1993-04-01,530111800000.00
1993-05-01,527844200000.00
1993-06-01,531798000000.00
1993-07-01,533177900000.00
1993-08-01,539147900000.00
1993-09-01,544380000000.00
1993-10-01,548899100000.00
1993-11-01,552023900000.00
1993-12-01,561158000000.00
1994-01-01,561348200000.00
1994-02-01,562148800000.00
1994-03-01,567476000000.00
1994-04-01,572974800000.00
1994-05-01,579799300000.00
1994-06-01,587333000000.00
1994-07-01,589162000000.00
1994-08-01,598788000000.00
1994-09-01,611328000000.00
1994-10-01,619499200000.00
1994-11-01,621307700000.00
1994-12-01,637981500000.00
1995-01-01,639956400000.00
1995-02-01,636314600000.00
1995-03-01,642973000000.00
1995-04-01,650300400000.00
1995-05-01,654554700000.00
1995-06-01,661372300000.00
1995-07-01,667027700000.00
1995-08-01,674456800000.00
1995-09-01,682508700000.00
1995-10-01,684861200000.00
1995-11-01,698401000000.00
1995-12-01,703212300000.00
1996-01-01,702764100000.00
1996-02-01,702335200000.00
1996-03-01,706019900000.00
1996-04-01,711639700000.00
1996-05-01,715061300000.00
1996-06-01,724850600000.00
1996-07-01,732091000000.00
1996-08-01,741036400000.00
1996-09-01,745116300000.00
1996-10-01,746139600000.00
1996-11-01,747642000000.00
1996-12-01,749461200000.00
1997-01-01,749059700000.00
1997-02-01,746216500000.00
1997-03-01,748476400000.00
1997-04-01,757290100000.00
1997-05-01,758750400000.00
1997-06-01,764115800000.00
1997-07-01,766624700000.00
1997-08-01,773651200000.00
1997-09-01,778108700000.00
1997-10-01,782329500000.00
1997-11-01,781036500000.00
1997-12-01,788631900000.00
1998-01-01,785602000000.00
1998-02-01,783580300000.00
1998-03-01,788575600000.00
1998-04-01,793753900000.00
1998-05-01,796925000000.00
1998-06-01,807854600000.00
1998-07-01,817433100000.00
1998-08-01,825141200000.00
1998-09-01,833620500000.00
1998-10-01,837773300000.00
1998-11-01,841688900000.00
1998-12-01,843612000000.00
1999-01-01,851627400000.00
1999-02-01,855126000000.00
1999-03-01,863061800000.00
1999-04-01,865415500000.00
1999-05-01,874215300000.00
1999-06-01,878571400000.00
1999-07-01,887243400000.00
1999-08-01,902091400000.00
1999-09-01,907765300000.00
1999-10-01,913144500000.00
1999-11-01,919959900000.00
1999-12-01,926154800000.00
2000-01-01,931435200000.00
2000-02-01,932242900000.00
2000-03-01,936952500000.00
2000-04-01,940205500000.00
2000-05-01,946914700000.00
2000-06-01,964822400000.00
2000-07-01,978124200000.00
2000-08-01,996335500000.00
2000-09-01,1009161500000.00
2000-10-01,1020170900000.00
2000-11-01,1029799800000.00
2000-12-01,1039020200000.00
2001-01-01,1050950800000.00
2001-02-01,1050058800000.00
2001-03-01,1055551200000.00
2001-04-01,1062274000000.00
2001-05-01,1068285100000.00
2001-06-01,1075220000000.00
2001-07-01,1084752200000.00
2001-08-01,1100479700000.00
2001-09-01,1109318600000.00
2001-10-01,1128207300000.00
2001-11-01,1146756800000.00
2001-12-01,1156733400000.00
2002-01-01,1161345600000.00
2002-02-01,1166366100000.00
2002-03-01,1172048300000.00
2002-04-01,1174856200000.00
2002-05-01,1182387400000.00
2002-06-01,1188428300000.00
2002-07-01,1197648500000.00
2002-08-01,1208186900000.00
2002-09-01,1210206700000.00
2002-10-01,1213582100000.00
2002-11-01,1217097700000.00
2002-12-01,1224884900000.00
2003-01-01,1237106000000.00
2003-02-01,1234108000000.00
2003-03-01,1238478900000.00
2003-04-01,1248788100000.00
2003-05-01,1259353500000.00
2003-06-01,1262595700000.00
2003-07-01,1269957800000.00
2003-08-01,1284833100000.00
2003-09-01,1294972300000.00
2003-10-01,1305144400000.00
2003-11-01,1303646100000.00
2003-12-01,1312544300000.00
2004-01-01,1327476700000.00
2004-02-01,1322289200000.00
2004-03-01,1327878700000.00
2004-04-01,1331680500000.00
2004-05-01,1337624900000.00
2004-06-01,1340227500000.00
2004-07-01,1344656900000.00
2004-08-01,1359777600000.00
2004-09-01,1372150500000.00
2004-10-01,1386014700000.00
2004-11-01,1389343700000.00
2004-12-01,1395697900000.00
2005-01-01,1402289500000.00
2005-02-01,1406626900000.00
2005-03-01,1411075200000.00
2005-04-01,1415486400000.00
2005-05-01,1417424700000.00
2005-06-01,1424519000000.00
2005-07-01,1435365500000.00
2005-08-01,1453964400000.00
2005-09-01,1459685700000.00
2005-10-01,1462419200000.00
2005-11-01,1461121000000.00
2005-12-01,1463872200000.00
2006-01-01,1500939000000.00
2006-02-01,1490837600000.00
2006-03-01,1496007100000.00
2006-04-01,1501501300000.00
2006-05-01,1504733300000.00
2006-06-01,1490395600000.00
2006-07-01,1500132400000.00
2006-08-01,1523702000000.00
2006-09-01,1534937200000.00
2006-10-01,1529042000000.00
2006-11-01,1529705300000.00
2006-12-01,1532838900000.00
2007-01-01,1549138800000.00
2007-02-01,1543399700000.00
2007-03-01,1547499000000.00
2007-04-01,1551148400000.00
2007-05-01,1558092500000.00
2007-06-01,1560591700000.00
2007-07-01,1573540000000.00
2007-08-01,1598724700000.00
2007-09-01,1609437400000.00
2007-10-01,1611845700000.00
2007-11-01,1611197600000.00
2007-12-01,1607851200000.00
2008-01-01,1632138400000.00
2008-02-01,1627632400000.00
2008-03-01,1629484200000.00
2008-04-01,1633769000000.00
2008-05-01,1637285800000.00
2008-06-01,1637202700000.00
2008-07-01,1642890700000.00
2008-08-01,1656495600000.00
2008-09-01,1660785000000.00
2008-10-01,1653842600000.00
2008-11-01,1647778800000.00
2008-12-01,1639791900000.00
2009-01-01,1662065900000.00
2009-02-01,1648454000000.00
2009-03-01,1637834900000.00
2009-04-01,1632534500000.00
2009-05-01,1638153800000.00
2009-06-01,1621489300000.00
2009-07-01,1623590600000.00
2009-08-01,1639763500000.00
2009-09-01,1642263900000.00
2009-10-01,1630089800000.00
2009-11-01,1631826400000.00
2009-12-01,1638940000000.00
2010-01-01,1652454100000.00
2010-02-01,1636259700000.00
2010-03-01,1638758000000.00
2010-04-01,1635530900000.00
2010-05-01,1635535000000.00
2010-06-01,1637333300000.00
2010-07-01,1641599400000.00
2010-08-01,1663969000000.00
2010-09-01,1674800700000.00
2010-10-01,1684387600000.00
2010-11-01,1684756800000.00
2010-12-01,1807708600000.00
2011-01-01,1840463800000.00
2011-02-01,1838784600000.00
2011-03-01,1836650100000.00
2011-04-01,1845226600000.00
2011-05-01,1848023100000.00
2011-06-01,1853068600000.00
2011-07-01,1875143000000.00
2011-08-01,1883700900000.00
2011-09-01,1897407900000.00
2011-10-01,1900348000000.00
2011-11-01,1909837100000.00
2011-12-01,1916444600000.00
2012-01-01,1947418600000.00
2012-02-01,1943581300000.00
2012-03-01,1949274800000.00
2012-04-01,1963846900000.00
2012-05-01,1975289400000.00
2012-06-01,1988941600000.00
2012-07-01,1997851500000.00
2012-08-01,2027598900000.00
2012-09-01,2043493500000.00
2012-10-01,2053097700000.00
2012-11-01,2063527200000.00
2012-12-01,2074007200000.00
2013-01-01,2105521900000.00
2013-02-01,2112296400000.00
2013-03-01,2115579100000.00
2013-04-01,2125607800000.00
2013-05-01,2135014600000.00
2013-06-01,2148716800000.00
2013-07-01,2160477300000.00
2013-08-01,2191782800000.00
2013-09-01,2214016900000.00
2013-10-01,2223324000000.00
2013-11-01,2230423500000.00
2013-12-01,2237793000000.00
2014-01-01,2271098000000.00
2014-02-01,2276004500000.00
2014-03-01,2283982000000.00
2014-04-01,2299533400000.00
2014-05-01,2313039600000.00
2014-06-01,2329470300000.00
2014-07-01,2343777800000.00
2014-08-01,2375588100000.00
2014-09-01,2397662800000.00
2014-10-01,2402120700000.00
2014-11-01,2408192400000.00
2014-12-01,2425446400000.00
2015-01-01,2456396500000.00
2015-02-01,2464171100000.00
2015-03-01,2472088900000.00
2015-04-01,2486264100000.00
2015-05-01,2500044000000.00
2015-06-01,2520673600000.00
2015-07-01,2532908600000.00
2015-08-01,2560818100000.00
2015-09-01,2588423400000.00
2015-10-01,2597771800000.00
2015-11-01,2600804500000.00
2015-12-01,2505697200000.00
2016-01-01,2538195400000.00
2016-02-01,2542068300000.00
2016-03-01,2546979900000.00
2016-04-01,2563474300000.00
2016-05-01,2577972800000.00
2016-06-01,2586554200000.00
2016-07-01,2597823400000.00
2016-08-01,2634125900000.00
2016-09-01,2655210200000.00
2016-10-01,2668896900000.00
2016-11-01,2670626800000.00
2016-12-01,2674775100000.00
2017-01-01,2706373400000.00
2017-02-01,2709495600000.00
2017-03-01,2710095200000.00
2017-04-01,2721829400000.00
2017-05-01,2731385700000.00
2017-06-01,2740418000000.00
2017-07-01,2751928300000.00
2017-08-01,2774292300000.00
2017-09-01,2784685700000.00
2017-10-01,2794695100000.00
2017-11-01,2801687400000.00
2017-12-01,2804190000000.00
2018-01-01,2835601900000.00
2018-02-01,2839922400000.00
2018-03-01,2844277500000.00
2018-04-01,2851648700000.00
