Date,U36AVS
2010-01-01,5237000000.00
2010-02-01,4896000000.00
2010-03-01,5822000000.00
2010-04-01,5575000000.00
2010-05-01,5642000000.00
2010-06-01,6589000000.00
2010-07-01,5245000000.00
2010-08-01,7049000000.00
2010-09-01,7187000000.00
2010-10-01,6713000000.00
2010-11-01,6139000000.00
2010-12-01,5904000000.00
2011-01-01,5689000000.00
2011-02-01,6005000000.00
2011-03-01,7776000000.00
2011-04-01,6117000000.00
2011-05-01,6414000000.00
2011-06-01,7161000000.00
2011-07-01,5504000000.00
2011-08-01,7467000000.00
2011-09-01,7281000000.00
2011-10-01,8168000000.00
2011-11-01,7219000000.00
2011-12-01,7273000000.00
2012-01-01,7430000000.00
2012-02-01,8504000000.00
2012-03-01,9217000000.00
2012-04-01,8999000000.00
2012-05-01,9990000000.00
2012-06-01,10066000000.00
2012-07-01,7361000000.00
2012-08-01,9686000000.00
2012-09-01,9005000000.00
2012-10-01,10102000000.00
2012-11-01,9729000000.00
2012-12-01,8693000000.00
2013-01-01,9162000000.00
2013-02-01,9734000000.00
2013-03-01,10320000000.00
2013-04-01,9544000000.00
2013-05-01,9713000000.00
2013-06-01,9762000000.00
2013-07-01,7215000000.00
2013-08-01,10055000000.00
2013-09-01,9964000000.00
2013-10-01,11195000000.00
2013-11-01,10265000000.00
2013-12-01,8194000000.00
2014-01-01,8726000000.00
2014-02-01,9947000000.00
2014-03-01,10030000000.00
2014-04-01,8952000000.00
2014-05-01,10489000000.00
2014-06-01,10936000000.00
2014-07-01,8838000000.00
2014-08-01,11052000000.00
2014-09-01,11417000000.00
2014-10-01,12869000000.00
2014-11-01,10243000000.00
2014-12-01,10562000000.00
2015-01-01,8698000000.00
2015-02-01,9399000000.00
2015-03-01,11919000000.00
2015-04-01,10856000000.00
2015-05-01,10917000000.00
2015-06-01,11399000000.00
2015-07-01,8555000000.00
2015-08-01,10529000000.00
2015-09-01,11016000000.00
2015-10-01,10903000000.00
2015-11-01,10305000000.00
2015-12-01,10265000000.00
2016-01-01,9923000000.00
2016-02-01,11629000000.00
2016-03-01,12152000000.00
2016-04-01,10757000000.00
2016-05-01,10530000000.00
2016-06-01,12039000000.00
2016-07-01,8356000000.00
2016-08-01,11894000000.00
2016-09-01,11501000000.00
2016-10-01,10713000000.00
2016-11-01,10680000000.00
2016-12-01,9822000000.00
2017-01-01,9604000000.00
2017-02-01,9435000000.00
2017-03-01,10771000000.00
2017-04-01,9652000000.00
2017-05-01,10701000000.00
2017-06-01,10683000000.00
2017-07-01,7149000000.00
2017-08-01,11160000000.00
2017-09-01,10325000000.00
2017-10-01,9962000000.00
2017-11-01,9951000000.00
2017-12-01,8674000000.00
2018-01-01,9107000000.00
2018-02-01,9588000000.00
2018-03-01,10346000000.00
2018-04-01,9312000000.00
