Date,CAPUTLG336S
1967-01-01,87.15
1967-02-01,84.93
1967-03-01,85.53
1967-04-01,86.65
1967-05-01,86.71
1967-06-01,85.75
1967-07-01,84.55
1967-08-01,84.23
1967-09-01,81.54
1967-10-01,81.63
1967-11-01,86.00
1967-12-01,90.07
1968-01-01,89.62
1968-02-01,90.41
1968-03-01,90.02
1968-04-01,88.67
1968-05-01,90.39
1968-06-01,89.96
1968-07-01,89.30
1968-08-01,88.38
1968-09-01,88.60
1968-10-01,90.16
1968-11-01,89.97
1968-12-01,88.39
1969-01-01,87.52
1969-02-01,88.26
1969-03-01,87.55
1969-04-01,85.87
1969-05-01,82.70
1969-06-01,85.57
1969-07-01,86.81
1969-08-01,87.11
1969-09-01,87.40
1969-10-01,87.23
1969-11-01,84.32
1969-12-01,82.15
1970-01-01,77.04
1970-02-01,74.43
1970-03-01,74.26
1970-04-01,73.92
1970-05-01,73.68
1970-06-01,74.24
1970-07-01,72.48
1970-08-01,70.30
1970-09-01,67.19
1970-10-01,56.84
1970-11-01,56.27
1970-12-01,69.62
1971-01-01,73.17
1971-02-01,74.66
1971-03-01,72.86
1971-04-01,71.95
1971-05-01,73.07
1971-06-01,73.39
1971-07-01,72.85
1971-08-01,73.27
1971-09-01,74.06
1971-10-01,75.51
1971-11-01,73.68
1971-12-01,73.24
1972-01-01,73.78
1972-02-01,74.55
1972-03-01,74.94
1972-04-01,76.25
1972-05-01,74.56
1972-06-01,73.45
1972-07-01,72.99
1972-08-01,75.41
1972-09-01,76.24
1972-10-01,78.09
1972-11-01,80.03
1972-12-01,81.79
1973-01-01,83.23
1973-02-01,85.02
1973-03-01,84.16
1973-04-01,84.02
1973-05-01,83.68
1973-06-01,84.06
1973-07-01,84.62
1973-08-01,81.19
1973-09-01,84.11
1973-10-01,84.32
1973-11-01,83.96
1973-12-01,80.99
1974-01-01,75.92
1974-02-01,74.67
1974-03-01,74.23
1974-04-01,74.19
1974-05-01,75.43
1974-06-01,75.61
1974-07-01,77.08
1974-08-01,77.52
1974-09-01,79.36
1974-10-01,79.17
1974-11-01,75.37
1974-12-01,68.67
1975-01-01,65.37
1975-02-01,62.22
1975-03-01,64.65
1975-04-01,65.86
1975-05-01,67.40
1975-06-01,68.30
1975-07-01,68.69
1975-08-01,69.94
1975-09-01,71.68
1975-10-01,70.88
1975-11-01,70.58
1975-12-01,73.09
1976-01-01,73.07
1976-02-01,74.76
1976-03-01,75.11
1976-04-01,75.15
1976-05-01,75.54
1976-06-01,75.67
1976-07-01,74.85
1976-08-01,76.65
1976-09-01,72.79
1976-10-01,71.32
1976-11-01,76.26
1976-12-01,78.66
1977-01-01,77.50
1977-02-01,77.44
1977-03-01,79.17
1977-04-01,79.38
1977-05-01,79.79
1977-06-01,82.09
1977-07-01,82.02
1977-08-01,80.86
1977-09-01,80.69
1977-10-01,78.45
1977-11-01,76.79
1977-12-01,78.82
1978-01-01,74.78
1978-02-01,75.94
1978-03-01,80.54
1978-04-01,83.57
1978-05-01,82.46
1978-06-01,82.99
1978-07-01,84.06
1978-08-01,84.68
1978-09-01,84.81
1978-10-01,85.78
1978-11-01,87.15
1978-12-01,87.00
1979-01-01,87.90
1979-02-01,86.85
1979-03-01,86.31
1979-04-01,79.98
1979-05-01,83.98
1979-06-01,82.13
1979-07-01,80.90
1979-08-01,76.50
1979-09-01,79.38
1979-10-01,78.75
1979-11-01,76.40
1979-12-01,76.35
1980-01-01,73.74
1980-02-01,76.48
1980-03-01,74.40
1980-04-01,70.65
1980-05-01,67.06
1980-06-01,67.31
1980-07-01,67.22
1980-08-01,67.05
1980-09-01,70.03
1980-10-01,71.92
1980-11-01,73.66
1980-12-01,71.53
1981-01-01,69.40
1981-02-01,68.25
1981-03-01,69.06
1981-04-01,69.33
1981-05-01,69.20
1981-06-01,68.09
