Date,CAPUTLG3342S
1972-01-01,73.01
1972-02-01,73.51
1972-03-01,73.22
1972-04-01,73.00
1972-05-01,73.41
1972-06-01,73.38
1972-07-01,73.80
1972-08-01,73.50
1972-09-01,73.15
1972-10-01,73.64
1972-11-01,73.05
1972-12-01,72.59
1973-01-01,72.73
1973-02-01,73.04
1973-03-01,73.06
1973-04-01,73.36
1973-05-01,74.40
1973-06-01,76.06
1973-07-01,75.67
1973-08-01,77.14
1973-09-01,76.73
1973-10-01,76.61
1973-11-01,76.84
1973-12-01,75.80
1974-01-01,76.60
1974-02-01,76.29
1974-03-01,75.95
1974-04-01,75.03
1974-05-01,74.76
1974-06-01,74.75
1974-07-01,74.35
1974-08-01,61.57
1974-09-01,72.55
1974-10-01,73.97
1974-11-01,72.42
1974-12-01,71.06
1975-01-01,69.00
1975-02-01,66.66
1975-03-01,65.30
1975-04-01,63.67
1975-05-01,61.56
1975-06-01,60.90
1975-07-01,61.06
1975-08-01,60.50
1975-09-01,59.75
1975-10-01,59.22
1975-11-01,58.13
1975-12-01,59.29
1976-01-01,59.28
1976-02-01,59.47
1976-03-01,59.61
1976-04-01,59.95
1976-05-01,60.50
1976-06-01,60.53
1976-07-01,60.80
1976-08-01,61.65
1976-09-01,63.78
1976-10-01,64.97
1976-11-01,66.26
1976-12-01,66.94
1977-01-01,65.72
1977-02-01,69.14
1977-03-01,69.15
1977-04-01,70.73
1977-05-01,71.65
1977-06-01,73.00
1977-07-01,73.43
1977-08-01,74.32
1977-09-01,75.02
1977-10-01,76.03
1977-11-01,75.93
1977-12-01,75.96
1978-01-01,74.82
1978-02-01,75.18
1978-03-01,76.12
1978-04-01,75.47
1978-05-01,75.92
1978-06-01,76.10
1978-07-01,77.83
1978-08-01,78.23
1978-09-01,78.22
1978-10-01,78.85
1978-11-01,80.13
1978-12-01,80.36
1979-01-01,81.28
1979-02-01,81.93
1979-03-01,83.12
1979-04-01,81.69
1979-05-01,83.45
1979-06-01,84.56
1979-07-01,85.92
1979-08-01,86.38
1979-09-01,87.59
1979-10-01,88.12
