Date,IY31122
2005-12-01,100.00
2006-01-01,101.60
2006-02-01,99.80
2006-03-01,99.30
2006-04-01,98.50
2006-05-01,98.10
2006-06-01,97.20
2006-07-01,96.50
2006-08-01,97.10
2006-09-01,97.80
2006-10-01,100.40
2006-11-01,104.30
2006-12-01,108.30
2007-01-01,109.60
2007-02-01,112.60
2007-03-01,113.20
2007-04-01,113.60
2007-05-01,113.60
2007-06-01,119.70
2007-07-01,122.60
2007-08-01,124.80
2007-09-01,130.60
2007-10-01,137.80
2007-11-01,146.00
2007-12-01,149.90
2008-01-01,155.90
2008-02-01,165.70
2008-03-01,174.30
2008-04-01,175.70
2008-05-01,179.60
2008-06-01,184.70
2008-07-01,196.10
2008-08-01,186.10
2008-09-01,182.50
2008-10-01,168.80
2008-11-01,163.90
2008-12-01,153.50
2009-01-01,154.60
2009-02-01,158.20
2009-03-01,154.00
2009-04-01,154.40
2009-05-01,164.40
2009-06-01,180.10
2009-07-01,183.30
2009-08-01,178.20
2009-09-01,186.10
2009-10-01,178.50
2009-11-01,182.30
2009-12-01,176.60
2010-01-01,173.70
2010-02-01,166.70
2010-03-01,159.00
2010-04-01,156.20
2010-05-01,157.00
2010-06-01,157.40
2010-07-01,160.60
2010-08-01,166.10
2010-09-01,167.50
2010-10-01,171.60
2010-11-01,184.60
2010-12-01,190.90
2011-01-01,192.60
2011-02-01,199.40
2011-03-01,204.50
2011-04-01,201.90
2011-05-01,200.60
2011-06-01,210.50
2011-07-01,205.10
2011-08-01,202.30
2011-09-01,207.80
2011-10-01,199.50
2011-11-01,190.50
2011-12-01,185.80
2012-01-01,186.00
2012-02-01,187.80
2012-03-01,196.30
2012-04-01,204.40
2012-05-01,206.70
2012-06-01,206.40
2012-07-01,210.20
2012-08-01,220.70
2012-09-01,228.00
2012-10-01,231.10
2012-11-01,232.00
2012-12-01,223.20
2013-01-01,218.00
2013-02-01,217.10
2013-03-01,213.10
2013-04-01,214.60
2013-05-01,207.00
2013-06-01,208.90
2013-07-01,212.40
2013-08-01,211.20
2013-09-01,208.60
2013-10-01,207.70
2013-11-01,199.60
2013-12-01,202.40
2014-01-01,203.20
2014-02-01,208.10
2014-03-01,211.60
2014-04-01,214.30
2014-05-01,216.40
2014-06-01,218.30
2014-07-01,214.50
2014-08-01,201.70
2014-09-01,199.10
2014-10-01,193.20
2014-11-01,189.50
2014-12-01,193.70
2015-01-01,190.00
2015-02-01,185.40
2015-03-01,174.70
2015-04-01,173.90
2015-05-01,169.40
2015-06-01,167.30
2015-07-01,171.00
2015-08-01,172.30
2015-09-01,167.30
2015-10-01,161.70
2015-11-01,156.90
2015-12-01,153.60
2016-01-01,151.60
2016-02-01,150.50
2016-03-01,147.30
2016-04-01,150.90
2016-05-01,157.40
2016-06-01,166.50
2016-07-01,172.80
2016-08-01,169.40
2016-09-01,165.20
2016-10-01,164.60
2016-11-01,164.40
2016-12-01,164.60
2017-01-01,161.00
2017-02-01,158.80
2017-03-01,156.60
2017-04-01,155.80
2017-05-01,154.40
2017-06-01,151.90
2017-07-01,149.30
2017-08-01,151.00
2017-09-01,152.80
2017-10-01,152.90
2017-11-01,157.70
2017-12-01,159.10
2018-01-01,153.30
2018-02-01,156.80
2018-03-01,162.00
2018-04-01,162.50
2018-05-01,168.90
