Date,IPG21223N
1972-01-01,112.55
1972-02-01,125.52
1972-03-01,123.15
1972-04-01,125.66
1972-05-01,120.44
1972-06-01,118.85
1972-07-01,107.29
1972-08-01,118.20
1972-09-01,119.41
1972-10-01,120.70
1972-11-01,116.55
1972-12-01,118.95
1973-01-01,113.91
1973-02-01,125.36
1973-03-01,122.98
1973-04-01,130.18
1973-05-01,124.90
1973-06-01,124.00
1973-07-01,112.15
1973-08-01,117.83
1973-09-01,125.01
1973-10-01,126.32
1973-11-01,120.63
1973-12-01,120.73
1974-01-01,113.74
1974-02-01,123.06
1974-03-01,124.72
1974-04-01,122.89
1974-05-01,123.73
1974-06-01,127.41
1974-07-01,87.60
1974-08-01,90.14
1974-09-01,117.96
1974-10-01,122.14
1974-11-01,117.21
1974-12-01,116.37
1975-01-01,110.24
1975-02-01,112.09
1975-03-01,105.02
1975-04-01,108.46
1975-05-01,106.30
1975-06-01,102.66
1975-07-01,81.31
1975-08-01,100.26
1975-09-01,103.91
1975-10-01,108.79
1975-11-01,102.24
1975-12-01,99.46
1976-01-01,101.91
1976-02-01,111.93
1976-03-01,113.33
1976-04-01,117.33
1976-05-01,117.45
1976-06-01,112.17
1976-07-01,105.55
1976-08-01,120.38
1976-09-01,121.15
1976-10-01,122.74
1976-11-01,118.79
1976-12-01,114.12
1977-01-01,114.20
1977-02-01,119.24
1977-03-01,119.61
1977-04-01,117.30
1977-05-01,114.28
1977-06-01,114.33
1977-07-01,85.39
1977-08-01,89.67
1977-09-01,96.23
1977-10-01,105.60
1977-11-01,109.16
1977-12-01,106.80
1978-01-01,101.81
1978-02-01,108.19
1978-03-01,107.95
1978-04-01,111.94
1978-05-01,108.65
1978-06-01,103.09
1978-07-01,80.91
1978-08-01,101.11
1978-09-01,104.08
1978-10-01,110.71
1978-11-01,106.73
1978-12-01,96.90
1979-01-01,97.55
1979-02-01,106.74
1979-03-01,105.50
1979-04-01,111.03
1979-05-01,109.51
1979-06-01,106.40
1979-07-01,102.54
1979-08-01,111.58
1979-09-01,109.88
1979-10-01,112.88
1979-11-01,108.80
1979-12-01,104.02
1980-01-01,111.52
1980-02-01,113.91
1980-03-01,119.26
1980-04-01,117.62
1980-05-01,114.49
1980-06-01,115.59
1980-07-01,55.17
1980-08-01,45.08
1980-09-01,55.12
1980-10-01,76.96
1980-11-01,98.64
1980-12-01,102.97
1981-01-01,107.69
1981-02-01,115.92
1981-03-01,115.64
1981-04-01,109.76
1981-05-01,112.20
1981-06-01,105.74
1981-07-01,104.06
1981-08-01,119.09
1981-09-01,122.77
1981-10-01,122.20
1981-11-01,123.40
1981-12-01,99.95
1982-01-01,102.50
1982-02-01,108.51
1982-03-01,107.35
1982-04-01,103.24
1982-05-01,91.95
1982-06-01,87.86
1982-07-01,77.26
1982-08-01,80.84
1982-09-01,78.14
1982-10-01,85.43
1982-11-01,86.78
1982-12-01,77.26
1983-01-01,86.77
1983-02-01,81.79
1983-03-01,81.65
1983-04-01,80.32
1983-05-01,85.76
1983-06-01,82.18
1983-07-01,72.52
1983-08-01,74.77
1983-09-01,82.17
1983-10-01,84.50
1983-11-01,87.91
1983-12-01,80.51
1984-01-01,88.67
1984-02-01,89.33
1984-03-01,90.52
1984-04-01,84.46
1984-05-01,82.76
1984-06-01,83.32
1984-07-01,79.92
1984-08-01,76.45
1984-09-01,79.37
1984-10-01,81.15
1984-11-01,81.88
1984-12-01,80.02
1985-01-01,81.80
1985-02-01,88.08
1985-03-01,92.65
1985-04-01,86.67
1985-05-01,85.57
1985-06-01,85.51
1985-07-01,79.14
1985-08-01,76.72
1985-09-01,77.32
1985-10-01,83.28
1985-11-01,83.06
1985-12-01,89.14
1986-01-01,87.79
1986-02-01,87.29
1986-03-01,88.25
1986-04-01,84.70
1986-05-01,81.69
1986-06-01,87.75
1986-07-01,81.14
1986-08-01,83.03
1986-09-01,85.98
1986-10-01,85.47
1986-11-01,83.92
1986-12-01,82.75
1987-01-01,86.16
1987-02-01,88.85
1987-03-01,93.87
1987-04-01,86.68
1987-05-01,92.25
1987-06-01,90.54
1987-07-01,89.37
1987-08-01,94.02
1987-09-01,93.60
1987-10-01,89.83
1987-11-01,98.06
1987-12-01,93.69
1988-01-01,97.68
1988-02-01,95.27
1988-03-01,104.87
1988-04-01,100.73
1988-05-01,107.60
1988-06-01,104.05
1988-07-01,103.08
1988-08-01,110.26
1988-09-01,106.93
1988-10-01,109.84
1988-11-01,107.42
1988-12-01,106.03
1989-01-01,112.58
1989-02-01,116.34
