Date,U32STI
1992-01-01,25605000000.00
1992-02-01,25912000000.00
1992-03-01,25973000000.00
1992-04-01,25949000000.00
1992-05-01,26470000000.00
1992-06-01,26399000000.00
1992-07-01,26402000000.00
1992-08-01,26255000000.00
1992-09-01,25966000000.00
1992-10-01,25872000000.00
1992-11-01,25683000000.00
1992-12-01,25479000000.00
1993-01-01,25827000000.00
1993-02-01,25965000000.00
1993-03-01,26165000000.00
1993-04-01,25997000000.00
1993-05-01,25997000000.00
1993-06-01,25857000000.00
1993-07-01,26160000000.00
1993-08-01,26055000000.00
1993-09-01,25678000000.00
1993-10-01,25540000000.00
1993-11-01,25373000000.00
1993-12-01,25661000000.00
1994-01-01,26153000000.00
1994-02-01,26759000000.00
1994-03-01,26715000000.00
1994-04-01,26745000000.00
1994-05-01,26777000000.00
1994-06-01,27058000000.00
1994-07-01,27564000000.00
1994-08-01,27496000000.00
1994-09-01,27136000000.00
1994-10-01,27199000000.00
1994-11-01,27207000000.00
1994-12-01,27530000000.00
1995-01-01,28669000000.00
1995-02-01,29507000000.00
1995-03-01,30261000000.00
1995-04-01,30654000000.00
1995-05-01,30961000000.00
1995-06-01,31050000000.00
1995-07-01,31146000000.00
1995-08-01,30687000000.00
1995-09-01,30153000000.00
1995-10-01,29876000000.00
1995-11-01,29707000000.00
1995-12-01,29601000000.00
1996-01-01,30198000000.00
1996-02-01,30866000000.00
1996-03-01,30939000000.00
1996-04-01,30974000000.00
1996-05-01,30845000000.00
1996-06-01,30673000000.00
1996-07-01,30979000000.00
1996-08-01,30936000000.00
1996-09-01,30717000000.00
1996-10-01,30482000000.00
1996-11-01,30628000000.00
1996-12-01,30611000000.00
1997-01-01,31221000000.00
1997-02-01,31564000000.00
1997-03-01,31917000000.00
1997-04-01,32010000000.00
1997-05-01,31920000000.00
1997-06-01,32088000000.00
1997-07-01,32168000000.00
1997-08-01,31891000000.00
1997-09-01,31649000000.00
1997-10-01,31478000000.00
1997-11-01,31577000000.00
1997-12-01,31776000000.00
1998-01-01,32199000000.00
1998-02-01,32763000000.00
1998-03-01,32908000000.00
1998-04-01,33178000000.00
1998-05-01,33076000000.00
1998-06-01,33425000000.00
1998-07-01,33335000000.00
1998-08-01,33126000000.00
1998-09-01,32901000000.00
1998-10-01,32619000000.00
1998-11-01,32605000000.00
1998-12-01,32215000000.00
1999-01-01,32736000000.00
1999-02-01,32811000000.00
1999-03-01,32943000000.00
1999-04-01,32998000000.00
1999-05-01,32998000000.00
1999-06-01,32593000000.00
1999-07-01,32959000000.00
1999-08-01,32701000000.00
1999-09-01,32639000000.00
1999-10-01,32751000000.00
1999-11-01,32886000000.00
1999-12-01,32800000000.00
2000-01-01,33506000000.00
2000-02-01,34021000000.00
2000-03-01,34060000000.00
2000-04-01,34271000000.00
2000-05-01,34588000000.00
2000-06-01,34707000000.00
2000-07-01,34912000000.00
2000-08-01,34865000000.00
2000-09-01,34578000000.00
2000-10-01,34555000000.00
2000-11-01,34584000000.00
2000-12-01,34085000000.00
2001-01-01,34672000000.00
2001-02-01,34701000000.00
2001-03-01,34444000000.00
2001-04-01,34270000000.00
2001-05-01,34098000000.00
2001-06-01,33517000000.00
2001-07-01,33328000000.00
