Date,IPB51112N
1947-01-01,16.93
1947-02-01,18.07
1947-03-01,18.22
1947-04-01,18.83
1947-05-01,18.19
1947-06-01,18.19
1947-07-01,18.07
1947-08-01,19.22
1947-09-01,20.36
1947-10-01,21.26
1947-11-01,20.33
1947-12-01,18.67
1948-01-01,17.83
1948-02-01,17.89
1948-03-01,18.16
1948-04-01,18.98
1948-05-01,19.85
1948-06-01,20.00
1948-07-01,18.71
1948-08-01,19.88
1948-09-01,19.88
1948-10-01,18.83
1948-11-01,16.93
1948-12-01,15.40
1949-01-01,13.86
1949-02-01,13.92
1949-03-01,13.83
1949-04-01,13.62
1949-05-01,14.19
1949-06-01,13.98
1949-07-01,13.86
1949-08-01,14.43
1949-09-01,14.22
1949-10-01,14.62
1949-11-01,12.96
1949-12-01,12.27
1950-01-01,11.88
1950-02-01,12.63
1950-03-01,13.71
1950-04-01,15.16
1950-05-01,16.27
1950-06-01,17.14
1950-07-01,17.59
1950-08-01,18.67
1950-09-01,18.67
1950-10-01,19.22
1950-11-01,18.46
1950-12-01,17.14
1951-01-01,16.36
1951-02-01,16.75
1951-03-01,16.24
1951-04-01,17.53
1951-05-01,17.17
1951-06-01,16.36
1951-07-01,15.67
1951-08-01,15.16
1951-09-01,16.51
1951-10-01,16.15
1951-11-01,15.25
1951-12-01,14.77
1952-01-01,15.52
1952-02-01,16.00
1952-03-01,16.00
1952-04-01,15.46
1952-05-01,15.37
1952-06-01,15.49
1952-07-01,15.97
1952-08-01,16.63
1952-09-01,16.51
1952-10-01,16.78
1952-11-01,16.15
1952-12-01,16.27
1953-01-01,17.20
1953-02-01,17.71
1953-03-01,18.10
1953-04-01,18.07
1953-05-01,18.71
1953-06-01,18.01
1953-07-01,17.71
1953-08-01,18.16
1953-09-01,17.32
1953-10-01,17.56
1953-11-01,16.54
1953-12-01,15.52
1954-01-01,15.64
1954-02-01,16.18
1954-03-01,16.09
1954-04-01,16.42
1954-05-01,17.20
1954-06-01,18.67
1954-07-01,17.08
1954-08-01,16.63
1954-09-01,18.83
1954-10-01,19.31
1954-11-01,17.68
1954-12-01,16.69
1955-01-01,18.19
1955-02-01,18.19
1955-03-01,18.28
1955-04-01,19.13
1955-05-01,19.85
1955-06-01,20.90
1955-07-01,20.36
1955-08-01,20.72
1955-09-01,21.92
1955-10-01,22.52
1955-11-01,21.17
1955-12-01,20.36
1956-01-01,20.78
1956-02-01,20.15
1956-03-01,20.51
1956-04-01,20.78
1956-05-01,20.78
1956-06-01,20.66
1956-07-01,19.94
1956-08-01,21.05
1956-09-01,22.89
1956-10-01,22.07
1956-11-01,20.00
1956-12-01,20.72
1957-01-01,21.56
1957-02-01,22.43
1957-03-01,22.13
1957-04-01,21.23
1957-05-01,21.29
1957-06-01,22.40
1957-07-01,21.65
1957-08-01,22.43
1957-09-01,23.97
1957-10-01,23.10
1957-11-01,21.23
1957-12-01,19.85
1958-01-01,20.45
1958-02-01,20.75
1958-03-01,20.51
1958-04-01,20.78
1958-05-01,21.23
1958-06-01,23.52
1958-07-01,21.68
1958-08-01,24.12
1958-09-01,24.42
1958-10-01,24.99
1958-11-01,22.58
1958-12-01,22.58
1959-01-01,24.87
1959-02-01,25.14
1959-03-01,25.08
1959-04-01,22.89
1959-05-01,23.22
1959-06-01,25.89
1959-07-01,25.65
1959-08-01,27.28
1959-09-01,26.52
1959-10-01,26.49
1959-11-01,24.51
1959-12-01,23.58
1960-01-01,23.73
1960-02-01,25.26
1960-03-01,24.60
1960-04-01,25.47
1960-05-01,26.04
1960-06-01,26.55
1960-07-01,25.20
1960-08-01,25.83
1960-09-01,25.20
1960-10-01,25.26
1960-11-01,23.22
1960-12-01,23.04
1961-01-01,24.87
1961-02-01,25.11
1961-03-01,24.42
1961-04-01,25.38
1961-05-01,25.26
1961-06-01,26.52
1961-07-01,25.89
1961-08-01,27.37
1961-09-01,27.64
1961-10-01,28.21
1961-11-01,25.77
1961-12-01,26.13
1962-01-01,26.91
1962-02-01,27.58
1962-03-01,27.16
1962-04-01,28.03
1962-05-01,28.18
1962-06-01,29.86
1962-07-01,27.55
1962-08-01,29.62
1962-09-01,30.22
1962-10-01,30.49
1962-11-01,27.79
1962-12-01,27.43
1963-01-01,28.87
1963-02-01,29.68
1963-03-01,29.08
1963-04-01,30.07
1963-05-01,29.56
1963-06-01,30.28
1963-07-01,28.48
1963-08-01,30.10
1963-09-01,31.43
1963-10-01,32.45
1963-11-01,30.58
1963-12-01,30.19
1964-01-01,30.70
1964-02-01,30.43
1964-03-01,31.03
1964-04-01,32.51
1964-05-01,33.77
1964-06-01,34.31
1964-07-01,32.99
1964-08-01,36.60
1964-09-01,36.78
1964-10-01,36.75
1964-11-01,33.98
1964-12-01,33.23
1965-01-01,33.41
1965-02-01,34.52
1965-03-01,34.67
1965-04-01,35.67
1965-05-01,36.36
1965-06-01,36.63
1965-07-01,35.18
1965-08-01,39.36
1965-09-01,40.30
1965-10-01,41.20
1965-11-01,37.95
1965-12-01,36.12
1966-01-01,37.50
1966-02-01,38.28
1966-03-01,39.03
1966-04-01,39.82
1966-05-01,39.42
1966-06-01,40.36
1966-07-01,39.82
1966-08-01,42.04
1966-09-01,41.02
1966-10-01,42.67
1966-11-01,39.94
1966-12-01,37.47
1967-01-01,40.59
1967-02-01,41.02
1967-03-01,40.08
1967-04-01,39.34
1967-05-01,33.93
1967-06-01,34.74
1967-07-01,34.43
1967-08-01,42.92
1967-09-01,44.57
1967-10-01,45.14
1967-11-01,41.66
1967-12-01,40.35
1968-01-01,42.99
1968-02-01,43.37
1968-03-01,43.74
1968-04-01,43.35
1968-05-01,42.66
1968-06-01,44.51
1968-07-01,41.82
1968-08-01,45.34
1968-09-01,45.97
1968-10-01,46.93
1968-11-01,44.93
1968-12-01,44.60
1969-01-01,45.68
1969-02-01,46.78
