Date,S4232SM144NCEN
1992-01-01,2297000000.00
1992-02-01,2259000000.00
1992-03-01,2688000000.00
1992-04-01,2612000000.00
1992-05-01,2472000000.00
1992-06-01,2676000000.00
1992-07-01,2446000000.00
1992-08-01,2577000000.00
1992-09-01,2728000000.00
1992-10-01,2804000000.00
1992-11-01,2793000000.00
1992-12-01,2686000000.00
1993-01-01,2304000000.00
1993-02-01,2361000000.00
1993-03-01,2729000000.00
1993-04-01,2756000000.00
1993-05-01,2718000000.00
1993-06-01,2770000000.00
1993-07-01,2618000000.00
1993-08-01,2907000000.00
1993-09-01,2870000000.00
1993-10-01,2891000000.00
1993-11-01,2685000000.00
1993-12-01,2540000000.00
1994-01-01,2242000000.00
1994-02-01,2346000000.00
1994-03-01,2817000000.00
1994-04-01,2585000000.00
1994-05-01,2648000000.00
1994-06-01,2697000000.00
1994-07-01,2575000000.00
1994-08-01,3060000000.00
1994-09-01,3136000000.00
1994-10-01,3224000000.00
1994-11-01,3017000000.00
1994-12-01,2970000000.00
1995-01-01,2696000000.00
1995-02-01,2661000000.00
1995-03-01,3370000000.00
1995-04-01,2937000000.00
1995-05-01,3213000000.00
1995-06-01,3096000000.00
1995-07-01,2847000000.00
1995-08-01,3255000000.00
1995-09-01,3080000000.00
1995-10-01,3309000000.00
1995-11-01,3200000000.00
1995-12-01,2911000000.00
1996-01-01,2663000000.00
1996-02-01,2839000000.00
1996-03-01,3027000000.00
1996-04-01,3123000000.00
1996-05-01,3300000000.00
1996-06-01,3125000000.00
1996-07-01,3167000000.00
1996-08-01,3281000000.00
1996-09-01,3361000000.00
1996-10-01,3581000000.00
1996-11-01,3369000000.00
1996-12-01,3259000000.00
1997-01-01,2995000000.00
1997-02-01,3082000000.00
1997-03-01,3275000000.00
1997-04-01,3305000000.00
1997-05-01,3238000000.00
1997-06-01,3225000000.00
1997-07-01,3265000000.00
1997-08-01,3244000000.00
1997-09-01,3786000000.00
1997-10-01,3900000000.00
1997-11-01,3390000000.00
1997-12-01,3522000000.00
1998-01-01,3216000000.00
1998-02-01,3083000000.00
1998-03-01,3693000000.00
1998-04-01,3549000000.00
1998-05-01,3398000000.00
1998-06-01,3751000000.00
1998-07-01,3562000000.00
1998-08-01,3675000000.00
1998-09-01,3781000000.00
1998-10-01,3859000000.00
1998-11-01,3803000000.00
1998-12-01,3650000000.00
1999-01-01,3179000000.00
1999-02-01,3365000000.00
1999-03-01,3960000000.00
1999-04-01,3827000000.00
1999-05-01,3721000000.00
1999-06-01,3942000000.00
1999-07-01,3967000000.00
1999-08-01,4197000000.00
1999-09-01,4166000000.00
1999-10-01,4279000000.00
1999-11-01,4259000000.00
1999-12-01,4063000000.00
2000-01-01,3665000000.00
2000-02-01,4014000000.00
2000-03-01,4531000000.00
2000-04-01,4128000000.00
2000-05-01,4503000000.00
2000-06-01,4628000000.00
2000-07-01,4191000000.00
2000-08-01,4823000000.00
2000-09-01,4615000000.00
