Symbol,Date,Open,High,Low,Close,Volume
AAL,28-Oct-2015,46.2,46.36,45.23,45.86,7736497
AAME,28-Oct-2015,4.3,4.32,4.07,4.29,12335
AAOI,28-Oct-2015,20.38,21.59,20.14,21.3,581613
AAON,28-Oct-2015,20.88,21.46,20.64,21.27,178235
AAPC,28-Oct-2015,10.37,10.37,10.37,10.37,156
AAPL,28-Oct-2015,116.93,119.3,116.06,119.27,85884931
AAVL,28-Oct-2015,8.04,8.58,7.84,8.55,403471
AAWW,28-Oct-2015,40.28,40.31,38.98,40.27,281767
AAXJ,28-Oct-2015,57.66,57.85,56.7,57.07,893428
ABAC,28-Oct-2015,0.61,0.62,0.6,0.6,6319
ABAX,28-Oct-2015,46.2,54.04,46.2,53.49,964419
ABCB,28-Oct-2015,32.25,32.75,31.99,32.33,1614886
ABCD,28-Oct-2015,4.63,4.85,4.63,4.84,31765
ABCO,28-Oct-2015,42.73,44.23,42.46,44.22,466239
ABCW,28-Oct-2015,41.41,42.09,41.41,42,29694
ABDC,28-Oct-2015,12.1,12.45,11.75,11.88,36650
ABEO,28-Oct-2015,3.92,4.13,3.85,4.08,106085
ABGB,28-Oct-2015,4.74,4.79,4.65,4.66,32809
ABIO,28-Oct-2015,4.94,5.16,4.86,5.07,19794
ABMD,28-Oct-2015,94.75,99.22,92.58,98.58,775103
ABTL,28-Oct-2015,19.45,20.59,18.45,20.16,147736
ABTX,28-Oct-2015,22.1,22.5,22.1,22.43,12963
ABUS,28-Oct-2015,6.04,6.25,5.87,5.99,324773
ABY,28-Oct-2015,18.35,19.4,18.25,19.25,517843
ACAD,28-Oct-2015,34.17,36.49,33.05,36.44,1113851
ACAS,28-Oct-2015,12.45,12.79,12.45,12.77,3429303
ACAT,28-Oct-2015,19.82,20.85,19.5,19.95,354283
ACET,28-Oct-2015,30.06,31.49,30.05,31.49,265955
ACFC,28-Oct-2015,6.45,6.49,6.39,6.47,70385
ACGL,28-Oct-2015,77.76,77.91,77,77.65,444263
ACHC,28-Oct-2015,60.13,63.34,59.25,62.76,674880
ACHN,28-Oct-2015,8.15,8.15,7.52,7.87,3906404
ACIW,28-Oct-2015,23.53,24.51,23.25,24.36,628850
ACLS,28-Oct-2015,2.85,3.01,2.85,2.99,596828
ACOR,28-Oct-2015,37.05,37.7,36.68,37.31,715690
