A99       	All Index                                         	NZX       
ABA       	Abano Healthcare Group                            	NZX       
ABB030    	                                                  	NZX       
AFI       	Australian Foundation Investment                  	NZX       
AIA       	Auckland International Airport                    	NZX       
AIA080    	AIA 15/11/16 8.00% - Auckland International Airport Ltd	NZX       
AIA110    	AIA 17/10/17 5.47% - Auckland International Airport Ltd	NZX       
AIA120    	                                                  	NZX       
AIA130    	                                                  	NZX       
AIR       	Air New Zealand                                   	NZX       
AIR010    	AIR 15/11/2016 6.90% - Air New Zealand Ltd        	NZX       
AKC050    	AKC 29/09/2017 6.52% - Auckland Council           	NZX       
AKC060    	                                                  	NZX       
AKC070    	                                                  	NZX       
AKC080    	                                                  	NZX       
ALF       	Allied Farmers                                    	NZX       
AMP       	AMP                                               	NZX       
ANBHA     	ANB 00/00/00  0.00% ANZ NATIONAL BANK Perpetual Bond	NZX       
ANBHB     	                                                  	NZX       
ANZ       	Australia and NZ Banking Group                    	NZX       
AOR       	Aorere Resources Limited Ordinary Shares          	NZX       
AORWA     	                                                  	NZX       
APN       	APN News & Media                                  	NZX       
ARG       	Argosy Property Trust Units                       	NZX       
ARV       	Arvida Group Limited (NS) Ordinary Shares         	NZX       
ASBPA     	ASB Capital Preference                            	NZX       
ASBPB     	ASB Capital No. Preference                        	NZX       
ASD       	Australian Dividend Index Trust (NS) Units        	NZX       
ASF       	                                                  	NZX       
ASP       	Australian Property Index Trust (NS) Units        	NZX       
ASR       	                                                  	NZX       
ATM       	A2 Corporation                                    	NZX       
AUG       	Augusta Capital Limited                           	NZX       
AWF       	Allied Work Force Group                           	NZX       
AWK       	Airwork Holdings Limited                          	NZX       
AXAS      	NZAX All Index                                    	NZX       
AXG       	Antipodes Gold                                    	NZX       
BFW       	Burger Fuel Worldwide                             	NZX       
BGR       	Briscoe Group                                     	NZX       
BIT       	The Bankers Investment Trust Plc Units            	NZX       
BLT       	BLIS Technology                                   	NZX       
BRM       	Barramundi                                        	NZX       
CASHA     	CASHA Perpetual Deeply Subordinated Notes         	NZX       
CAV       	Cavalier Corporation                              	NZX       
CDI       	CDL Investments                                   	NZX       
CEN       	Contact Energy                                    	NZX       
CEN020    	                                                  	NZX       
CGF       	Cooks Global Foods Limited                        	NZX       
CGL       	Caci Group Ltd                                    	NZX       
CMO       	Colonial Motor Company                            	NZX       
CNU       	Chorus Limited                                    	NZX       
COA       	                                                  	NZX       
CRP       	Chatham Rock Phosphate Limited Ordinary Shares    	NZX       
CVT       	Comvita                                           	NZX       
DGL       	Delegat's Group                                   	NZX       
DIV       	                                                  	NZX       
DOW       	Downer EDI                                        	NZX       
EBO       	Ebos Group                                        	NZX       
ENS       	                                                  	NZX       
ERD       	EROAD Limited Ordinary Shares                     	NZX       
EUT       	Foreign & Colonial Eurotrust Plc                  	NZX       
EVO       	                                                  	NZX       
FBI060    	FBI 15/05/2016 9.00% Fletcher Building Industries Ltd	NZX       
FBI070    	FBI 15/05/2016 7.75% Fletcher Building Industries Ltd	NZX       
FBI100    	FBI 15/03/17 7.50% Fletcher Building Industries   	NZX       
FBI110    	                                                  	NZX       
FBI120    	                                                  	NZX       
FBI130    	                                                  	NZX       
FBI140    	                                                  	NZX       
FBU       	Fletcher Building                                 	NZX       
FCG       	Fonterra Co-operative Group Limited Shares        	NZX       
FCGHA     	FCG 00/00/00 7.0% Fonterra Co-operative           	NZX       
FCT       	Foreign & Colonial Investment Trust Units         	NZX       
FFW       	Foley Family Wines Limited Ordinary Shares        	NZX       
FIN       	Finzsoft Solutions Ltd                            	NZX       
FNZ       	SmartFONZ                                         	NZX       
FPH       	Fisher and Paykel Healthcare                      	NZX       
FRE       	Freightways                                       	NZX       
FSF       	Fonterra Shareholders' Fund Units                 	NZX       
GEO       	GeoOP Limited                                     	NZX       
GFL       	GFNZ Group Limited Ordinary Shares                	NZX       
GMB020    	                                                  	NZX       
GMT       	Goodman Property Trust Units                      	NZX       
GNE       	Genesis Energy                                    	NZX       
GOV380    	GOV 15/12/17 6.00% - New Zealand Government       	NZX       
GOV390    	GOV 15/05/21 6.00% - New Zealand Government       	NZX       
GOV400    	GOV 15/03/19 5.00% - New Zealand Government       	NZX       
GOV410    	GOV 15/04/23 5.50% - New Zealand Government       	NZX       
GPLFA     	GPL 15/07/2041 8.5% Bonds                         	NZX       
GTK       	Gentrack Group Limited Ordinary Shares            	NZX       
GXH       	Green Cross Health                                	NZX       
HBL       	Heartland Bank Limited                            	NZX       
HBY       	Hellaby Holdings                                  	NZX       
HFL       	Henderson Far East Income                         	NZX       
HLG       	Hallenstein Glasson                               	NZX       
IAGFA     	 IAG 15/12/2036 7.50% Insurance Australia Group Limited	NZX       
IFT       	Infratil                                          	NZX       
IFT090    	IFT 15/02/20 8.5% - Infratil Infrastructure Bonds 	NZX       
IFT150    	IFT 15/06/16 8.5% - Infratil Infrastructure Bonds 	NZX       
IFT160    	IFT 15/06/17 8.50% - Infratil Limited Infrastructure Bonds	NZX       
IFT170    	IFT 15/11/15 8.5% - Infratil Limited Infrastructure Bonds	NZX       
IFT180    	                                                  	NZX       
IFT190    	                                                  	NZX       
IFT200    	ikeGPS Group Limited (NS) Ordinary Shares         	NZX       
IFTHA     	IFTHA Perpetual 9.00% Bonds                       	NZX       
IKE       	ikeGPS Group Limited (NS) Ordinary Shares         	NZX       
IQE       	Intueri Education Group Limited                   	NZX       
JFJ       	Fleming Japanese Investment Trust Plc             	NZX       
JMO       	JPMorgan Overseas Investment Trust plc            	NZX       
JWI       	Just Water International                          	NZX       
KCF010    	                                                  	NZX       
KFL       	Kingfish                                          	NZX       
KMD       	Kathmandu Holdings                                	NZX       
KPG       	Kiwi Property Group Limited Ordinary Shares       	NZX       
KPG010    	                                                  	NZX       
KRK       	Kirkcaldie & Stains                               	NZX       
LAT       	Lateral Corporation Limited                       	NZX       
LIC       	Livestock Improvement Corporation Ltd Investment  	NZX       
MAD       	Energy Mad Limited Ordinary Shares                	NZX       
MCK       	Millennium & Copthorne Hotels NZ                  	NZX       
MDZ       	SmartMIDZ                                         	NZX       
MEL020    	MEL 16/03/17 7.55% - Meridian Energy              	NZX       
MET       	Metlifegroup                                      	NZX       
MFT       	Mainfreight                                       	NZX       
MGL       	Mercer Group Limited Ordinary Shares              	NZX       
MHI       	Michael Hill International                        	NZX       
MLN       	Marlin Global                                     	NZX       
MMH       	Marsden Maritime Holdings Limited (NS) Ordinary Shares	NZX       
MOA       	Moa Group Limited Ordinary Shares                 	NZX       
MPG       	Metro Performance Glass Limited Ordinary Shares   	NZX       
MRP       	Mighty River Power Limited                        	NZX       
MRP010    	                                                  	NZX       
MTFHC     	MTF 00/00/00 9.75% - Motor Trade Finances         	NZX       
MVN       	Methven Ordinary                                  	NZX       
MYK       	Mykris Limited                                    	NZX       
MZY       	SmartMOZY                                         	NZX       
NC50      	NZSX Portfolio Index                              	NZX       
NFFHA     	NFF 00/00/00 8.00% Nufarm Finance (NZ) Ltd S      	NZX       
NPT       	NPT Limited Ordinary Shares                       	NZX       
NPX       	Nuplex Industries                                 	NZX       
NTL       	New Talisman Gold Mines Limited                   	NZX       
NTLOA     	                                                  	NZX       
NWF       	New Zealand Windfarms                             	NZX       
NZ50      	NZSX 50 Index                                     	NZX       
NZF       	New Zealand Finance Holdings Ordinary             	NZX       
NZO       	New Zealand Oil & Gas                             	NZX       
NZP010    	NZP 30/11/39 7.50% - New Zealand Post Group Finance	NZX       
NZR       	NZ Refining                                       	NZX       
NZTS      	NZX SciTech Index                                 	NZX       
NZX       	New Zealand Exchange                              	NZX       
OGC       	OceanaGold Corporation                            	NZX       
OHE       	                                                  	NZX       
OIC       	Opus International Consultants                    	NZX       
OZY       	SmartOZZY                                         	NZX       
PAY       	                                                  	NZX       
PBG       	Pacific Brands                                    	NZX       
PCT       	Precinct Properties New Zealand Limited Ordinary Shares	NZX       
PCT010    	PCT 17/12/21 5.54% Precinct Properties New Zealand Ltd Bonds	NZX       
PEB       	Pacific Edge Biotechnology                        	NZX       
PFI       	Property For Industry                             	NZX       
PGC       	Pyne Gould Corporation                            	NZX       
PGW       	PGG Wrightson                                     	NZX       
PIL       	Promisia Integrative Limited                      	NZX       
POT       	Port of Tauranga                                  	NZX       
PPL       	Pumpkin Patch                                     	NZX       
PPP       	Pan Pacific Petroleum NL                          	NZX       
PWC090    	PWC 28/09/2017 6.65% - Powerco                    	NZX       
QHLHA     	Quayside Holdings Perpetual Preference            	NZX       
RAK       	Rakon                                             	NZX       
RBC       	Rubicon                                           	NZX       
RBD       	Restaurant Brands NZ                              	NZX       
RBOHA     	RBO 00/00/00 00.00% - Rabobank Capital Securities 	NZX       
RCSHA     	Rabo Capital Securities Ltd 8.7864% PIE Capital Securities	NZX       
RYM       	Ryman Healthcare                                  	NZX       
SAN       	Sanford                                           	NZX       
SCI       	NZSX SCI Index                                    	NZX       
SCL       	Scales Corporation Ltd                            	NZX       
SCT       	Scott Technology                                  	NZX       
